in s,C1 in V,C2 in V
9.123600E-05,3.21436E+00,2.87744E+00
9.123680E-05,3.22412E+00,2.87256E+00
9.123760E-05,3.19482E+00,2.86279E+00
9.123840E-05,3.20947E+00,2.88232E+00
9.123920E-05,3.20947E+00,2.88232E+00
9.124000E-05,3.19971E+00,2.88721E+00
9.124080E-05,3.19482E+00,2.85303E+00
9.124160E-05,3.20947E+00,2.87744E+00
9.124240E-05,3.20459E+00,2.88721E+00
9.124320E-05,3.21436E+00,2.87744E+00
9.124400E-05,3.18506E+00,2.88232E+00
9.124480E-05,3.21436E+00,2.89209E+00
9.124560E-05,3.20947E+00,2.89209E+00
9.124640E-05,3.19482E+00,2.88721E+00
9.124720E-05,3.19482E+00,2.86768E+00
9.124800E-05,3.22412E+00,2.88232E+00
9.124880E-05,3.19971E+00,2.86768E+00
9.124960E-05,3.20459E+00,2.88721E+00
9.125040E-05,3.19971E+00,2.86768E+00
9.125120E-05,3.20947E+00,2.86279E+00
9.125200E-05,3.21436E+00,2.88721E+00
9.125280E-05,3.19971E+00,2.86279E+00
9.125360E-05,3.18994E+00,2.86279E+00
9.125440E-05,3.19971E+00,2.88232E+00
9.125520E-05,3.18506E+00,2.88721E+00
9.125600E-05,3.22412E+00,2.88721E+00
9.125680E-05,3.21924E+00,2.88232E+00
9.125760E-05,3.21436E+00,2.88232E+00
9.125840E-05,3.20459E+00,2.87256E+00
9.125920E-05,3.22900E+00,2.90186E+00
9.126000E-05,3.19971E+00,2.88232E+00
9.126080E-05,3.21924E+00,2.89209E+00
9.126160E-05,3.19971E+00,2.88721E+00
9.126240E-05,3.21924E+00,2.88232E+00
9.126320E-05,3.21436E+00,2.87744E+00
9.126400E-05,3.23389E+00,2.88232E+00
9.126480E-05,3.19482E+00,2.89209E+00
9.126560E-05,3.21436E+00,2.89697E+00
9.126640E-05,3.20459E+00,2.86279E+00
9.126720E-05,3.21436E+00,2.87744E+00
9.126800E-05,3.19971E+00,2.89697E+00
9.126880E-05,3.22900E+00,2.89697E+00
9.126960E-05,3.22900E+00,2.89209E+00
9.127040E-05,3.25342E+00,2.88232E+00
9.127120E-05,3.22412E+00,2.88232E+00
9.127200E-05,3.21436E+00,2.90674E+00
9.127280E-05,3.18994E+00,2.87744E+00
9.127360E-05,3.23389E+00,2.88721E+00
9.127440E-05,3.22412E+00,2.88232E+00
9.127520E-05,3.21924E+00,2.88232E+00
9.127600E-05,3.23389E+00,2.89209E+00
9.127680E-05,3.23389E+00,2.90186E+00
9.127760E-05,3.21436E+00,2.88721E+00
9.127840E-05,3.21924E+00,2.90186E+00
9.127920E-05,3.18994E+00,2.88232E+00
9.128000E-05,3.23877E+00,2.89697E+00
9.128080E-05,3.20459E+00,2.89697E+00
9.128160E-05,3.22900E+00,2.89209E+00
9.128240E-05,3.21436E+00,2.88721E+00
9.128320E-05,3.24365E+00,2.90674E+00
9.128400E-05,3.22900E+00,2.91162E+00
9.128480E-05,3.23877E+00,2.91162E+00
9.128560E-05,3.22412E+00,2.87744E+00
9.128640E-05,3.24365E+00,2.89209E+00
9.128720E-05,3.21924E+00,2.89209E+00
9.128800E-05,3.24854E+00,2.89697E+00
9.128880E-05,3.23389E+00,2.89209E+00
9.128960E-05,3.23877E+00,2.90186E+00
9.129040E-05,3.21924E+00,2.91650E+00
9.129120E-05,3.24365E+00,2.91162E+00
9.129200E-05,3.25342E+00,2.89209E+00
9.129280E-05,3.23877E+00,2.91650E+00
9.129360E-05,3.22900E+00,2.90674E+00
9.129440E-05,3.24365E+00,2.88721E+00
9.129520E-05,3.23877E+00,2.90186E+00
9.129600E-05,3.24854E+00,2.91162E+00
9.129680E-05,3.23877E+00,2.89697E+00
9.129760E-05,3.24365E+00,2.91162E+00
9.129840E-05,3.20947E+00,2.87744E+00
9.129920E-05,3.24854E+00,2.89209E+00
9.130000E-05,3.22900E+00,2.89697E+00
9.130080E-05,3.23877E+00,2.89697E+00
9.130160E-05,3.23877E+00,2.89209E+00
9.130240E-05,3.25342E+00,2.91162E+00
9.130320E-05,3.24854E+00,2.90674E+00
9.130400E-05,3.24854E+00,2.90186E+00
9.130480E-05,3.23877E+00,2.87744E+00
9.130560E-05,3.24365E+00,2.90674E+00
9.130640E-05,3.25342E+00,2.91162E+00
9.130720E-05,3.24854E+00,2.90186E+00
9.130800E-05,3.25830E+00,2.89209E+00
9.130880E-05,3.24854E+00,2.91162E+00
9.130960E-05,3.24365E+00,2.91162E+00
9.131040E-05,3.23877E+00,2.90186E+00
9.131120E-05,3.23389E+00,2.89209E+00
9.131200E-05,3.25830E+00,2.90186E+00
9.131280E-05,3.25830E+00,2.90674E+00
9.131360E-05,3.24854E+00,2.89697E+00
9.131440E-05,3.24365E+00,2.89697E+00
9.131520E-05,3.24854E+00,2.91650E+00
9.131600E-05,3.25342E+00,2.91162E+00
9.131680E-05,3.24365E+00,2.91162E+00
9.131760E-05,3.23389E+00,2.91650E+00
9.131840E-05,3.24854E+00,2.92627E+00
9.131920E-05,3.24854E+00,2.90186E+00
9.132000E-05,3.26318E+00,2.86768E+00
9.132080E-05,3.23389E+00,2.91162E+00
9.132160E-05,3.26318E+00,2.90674E+00
9.132240E-05,3.25830E+00,2.89697E+00
9.132320E-05,3.24854E+00,2.91162E+00
9.132400E-05,3.24854E+00,2.89697E+00
9.132480E-05,3.26807E+00,2.90674E+00
9.132560E-05,3.25342E+00,2.91162E+00
9.132640E-05,3.25342E+00,2.90674E+00
9.132720E-05,3.24854E+00,2.90674E+00
9.132800E-05,3.25342E+00,2.90186E+00
9.132880E-05,3.27295E+00,2.90674E+00
9.132960E-05,3.26807E+00,2.91650E+00
9.133040E-05,3.25342E+00,2.88232E+00
9.133120E-05,3.26318E+00,2.89697E+00
9.133200E-05,3.24854E+00,2.91162E+00
9.133280E-05,3.27783E+00,2.90186E+00
9.133360E-05,3.24854E+00,2.91162E+00
9.133440E-05,3.27295E+00,2.93115E+00
9.133520E-05,3.27295E+00,2.90186E+00
9.133600E-05,3.26807E+00,2.91650E+00
9.133680E-05,3.24365E+00,2.91162E+00
9.133760E-05,3.26318E+00,2.91162E+00
9.133840E-05,3.26318E+00,2.91162E+00
9.133920E-05,3.26807E+00,2.92139E+00
9.134000E-05,3.26807E+00,2.91162E+00
9.134080E-05,3.26807E+00,2.90674E+00
9.134160E-05,3.25830E+00,2.91162E+00
9.134240E-05,3.26807E+00,2.92627E+00
9.134320E-05,3.23389E+00,2.89209E+00
9.134400E-05,3.25830E+00,2.93115E+00
9.134480E-05,3.26807E+00,2.90186E+00
9.134560E-05,3.27295E+00,2.91162E+00
9.134640E-05,3.26807E+00,2.91650E+00
9.134720E-05,3.27783E+00,2.91650E+00
9.134800E-05,3.28271E+00,2.91162E+00
9.134880E-05,3.27295E+00,2.91650E+00
9.134960E-05,3.23877E+00,2.92139E+00
9.135040E-05,3.27295E+00,2.92139E+00
9.135120E-05,3.26318E+00,2.91650E+00
9.135200E-05,3.28760E+00,2.91650E+00
9.135280E-05,3.25830E+00,2.90674E+00
9.135360E-05,3.27783E+00,2.92139E+00
9.135440E-05,3.26807E+00,2.92139E+00
9.135520E-05,3.27783E+00,2.90674E+00
9.135600E-05,3.27295E+00,2.91162E+00
9.135680E-05,3.28760E+00,2.91162E+00
9.135760E-05,3.28760E+00,2.91650E+00
9.135840E-05,3.27295E+00,2.92627E+00
9.135920E-05,3.28271E+00,2.93115E+00
9.136000E-05,3.29248E+00,2.93115E+00
9.136080E-05,3.27295E+00,2.93115E+00
9.136160E-05,3.28271E+00,2.95068E+00
9.136240E-05,3.26318E+00,2.91650E+00
9.136320E-05,3.29736E+00,2.92139E+00
9.136400E-05,3.27783E+00,2.91650E+00
9.136480E-05,3.29248E+00,2.92627E+00
9.136560E-05,3.28271E+00,2.91162E+00
9.136640E-05,3.30225E+00,2.94580E+00
9.136720E-05,3.26807E+00,2.91162E+00
9.136800E-05,3.28760E+00,2.92139E+00
9.136880E-05,3.26807E+00,2.91162E+00
9.136960E-05,3.26807E+00,2.91650E+00
9.137040E-05,3.26807E+00,2.92139E+00
9.137120E-05,3.28271E+00,2.93115E+00
9.137200E-05,3.27295E+00,2.91162E+00
9.137280E-05,3.29736E+00,2.94092E+00
9.137360E-05,3.28760E+00,2.93115E+00
9.137440E-05,3.28760E+00,2.95557E+00
9.137520E-05,3.27295E+00,2.91162E+00
9.137600E-05,3.28760E+00,2.93115E+00
9.137680E-05,3.30225E+00,2.93604E+00
9.137760E-05,3.29248E+00,2.92139E+00
9.137840E-05,3.28271E+00,2.93604E+00
9.137920E-05,3.28271E+00,2.93115E+00
9.138000E-05,3.28760E+00,2.93115E+00
9.138080E-05,3.29736E+00,2.93604E+00
9.138160E-05,3.27783E+00,2.93115E+00
9.138240E-05,3.27295E+00,2.93115E+00
9.138320E-05,3.28271E+00,2.93115E+00
9.138400E-05,3.29248E+00,2.94580E+00
9.138480E-05,3.27295E+00,2.91162E+00
9.138560E-05,3.30225E+00,2.94092E+00
9.138640E-05,3.28760E+00,2.93115E+00
9.138720E-05,3.30225E+00,2.95068E+00
9.138800E-05,3.28760E+00,2.94092E+00
9.138880E-05,3.29736E+00,2.93604E+00
9.138960E-05,3.28760E+00,2.92139E+00
9.139040E-05,3.29248E+00,2.94092E+00
9.139120E-05,3.29248E+00,2.93604E+00
9.139200E-05,3.30713E+00,2.94092E+00
9.139280E-05,3.29736E+00,2.94092E+00
9.139360E-05,3.28760E+00,2.93604E+00
9.139440E-05,3.28271E+00,2.91650E+00
9.139520E-05,3.31689E+00,2.92627E+00
9.139600E-05,3.29248E+00,2.92627E+00
9.139680E-05,3.29248E+00,2.94092E+00
9.139760E-05,3.27295E+00,2.93115E+00
9.139840E-05,3.30225E+00,2.94580E+00
9.139920E-05,3.30225E+00,2.93604E+00
9.140000E-05,3.31201E+00,2.95068E+00
9.140080E-05,3.28760E+00,2.93115E+00
9.140160E-05,3.31689E+00,2.94092E+00
9.140240E-05,3.30713E+00,2.92627E+00
9.140320E-05,3.31201E+00,2.93115E+00
9.140400E-05,3.29736E+00,2.92139E+00
9.140480E-05,3.30713E+00,2.94092E+00
9.140560E-05,3.28760E+00,2.94092E+00
9.140640E-05,3.29736E+00,2.94580E+00
9.140720E-05,3.27783E+00,2.92139E+00
9.140800E-05,3.30713E+00,2.95068E+00
9.140880E-05,3.31201E+00,2.96045E+00
9.140960E-05,3.31201E+00,2.94580E+00
9.141040E-05,3.30225E+00,2.95068E+00
9.141120E-05,3.30225E+00,2.95068E+00
9.141200E-05,3.30713E+00,2.93604E+00
9.141280E-05,3.31689E+00,2.95068E+00
9.141360E-05,3.30713E+00,2.91650E+00
9.141440E-05,3.31689E+00,2.95068E+00
9.141520E-05,3.30713E+00,2.94092E+00
9.141600E-05,3.32178E+00,2.94580E+00
9.141680E-05,3.31689E+00,2.94092E+00
9.141760E-05,3.32178E+00,2.96533E+00
9.141840E-05,3.30225E+00,2.93604E+00
9.141920E-05,3.31689E+00,2.94580E+00
9.142000E-05,3.30713E+00,2.93115E+00
9.142080E-05,3.33643E+00,2.94580E+00
9.142160E-05,3.30713E+00,2.93115E+00
9.142240E-05,3.32178E+00,2.94580E+00
9.142320E-05,3.31201E+00,2.93604E+00
9.142400E-05,3.32666E+00,2.96045E+00
9.142480E-05,3.32178E+00,2.95557E+00
9.142560E-05,3.32178E+00,2.94580E+00
9.142640E-05,3.32178E+00,2.94092E+00
9.142720E-05,3.30713E+00,2.95557E+00
9.142800E-05,3.30713E+00,2.94580E+00
9.142880E-05,3.32666E+00,2.93604E+00
9.142960E-05,3.30713E+00,2.94580E+00
9.143040E-05,3.31201E+00,2.95068E+00
9.143120E-05,3.29248E+00,2.96045E+00
9.143200E-05,3.32178E+00,2.95068E+00
9.143280E-05,3.29736E+00,2.94092E+00
9.143360E-05,3.32178E+00,2.93604E+00
9.143440E-05,3.32666E+00,2.96045E+00
9.143520E-05,3.32178E+00,2.95557E+00
9.143600E-05,3.31689E+00,2.94092E+00
9.143680E-05,3.31689E+00,2.96045E+00
9.143760E-05,3.32178E+00,2.95068E+00
9.143840E-05,3.31689E+00,2.94580E+00
9.143920E-05,3.30225E+00,2.93115E+00
9.144000E-05,3.33643E+00,2.94092E+00
9.144080E-05,3.32666E+00,2.96533E+00
9.144160E-05,3.33154E+00,2.94580E+00
9.144240E-05,3.32666E+00,2.95068E+00
9.144320E-05,3.33643E+00,2.96533E+00
9.144400E-05,3.31689E+00,2.95068E+00
9.144480E-05,3.34131E+00,2.95557E+00
9.144560E-05,3.32178E+00,2.92627E+00
9.144640E-05,3.34131E+00,2.96045E+00
9.144720E-05,3.33643E+00,2.95557E+00
9.144800E-05,3.34131E+00,2.96533E+00
9.144880E-05,3.32178E+00,2.94580E+00
9.144960E-05,3.34131E+00,2.96533E+00
9.145040E-05,3.32666E+00,2.96533E+00
9.145120E-05,3.32178E+00,2.97510E+00
9.145200E-05,3.30713E+00,2.95068E+00
9.145280E-05,3.34619E+00,2.96533E+00
9.145360E-05,3.33643E+00,2.95557E+00
9.145440E-05,3.33154E+00,2.96045E+00
9.145520E-05,3.34131E+00,2.95068E+00
9.145600E-05,3.33643E+00,2.96533E+00
9.145680E-05,3.32666E+00,2.96533E+00
9.145760E-05,3.32666E+00,2.97021E+00
9.145840E-05,3.33643E+00,2.94580E+00
9.145920E-05,3.34131E+00,2.95557E+00
9.146000E-05,3.33643E+00,2.95557E+00
9.146080E-05,3.34619E+00,2.95068E+00
9.146160E-05,3.34131E+00,2.96045E+00
9.146240E-05,3.35107E+00,2.97021E+00
9.146320E-05,3.35107E+00,2.95068E+00
9.146400E-05,3.34619E+00,2.96533E+00
9.146480E-05,3.34131E+00,2.96533E+00
9.146560E-05,3.34131E+00,2.96533E+00
9.146640E-05,3.33643E+00,2.96533E+00
9.146720E-05,3.35596E+00,2.97021E+00
9.146800E-05,3.35596E+00,2.96533E+00
9.146880E-05,3.32666E+00,2.97021E+00
9.146960E-05,3.34131E+00,2.96045E+00
9.147040E-05,3.34131E+00,2.97021E+00
9.147120E-05,3.33643E+00,2.93115E+00
9.147200E-05,3.35107E+00,2.96045E+00
9.147280E-05,3.33154E+00,2.95068E+00
9.147360E-05,3.34619E+00,2.96533E+00
9.147440E-05,3.33643E+00,2.98486E+00
9.147520E-05,3.35107E+00,2.97510E+00
9.147600E-05,3.34131E+00,2.96045E+00
9.147680E-05,3.34131E+00,2.97021E+00
9.147760E-05,3.33643E+00,2.95068E+00
9.147840E-05,3.34131E+00,2.96045E+00
9.147920E-05,3.35596E+00,2.97998E+00
9.148000E-05,3.34619E+00,2.97021E+00
9.148080E-05,3.34619E+00,2.95068E+00
9.148160E-05,3.37061E+00,2.97998E+00
9.148240E-05,3.33643E+00,2.96533E+00
9.148320E-05,3.34619E+00,2.97998E+00
9.148400E-05,3.33154E+00,2.94580E+00
9.148480E-05,3.34619E+00,2.96533E+00
9.148560E-05,3.34131E+00,2.98486E+00
9.148640E-05,3.33643E+00,2.96045E+00
9.148720E-05,3.33154E+00,2.96533E+00
9.148800E-05,3.36084E+00,2.97021E+00
9.148880E-05,3.35107E+00,2.96533E+00
9.148960E-05,3.37061E+00,2.98486E+00
9.149040E-05,3.34131E+00,2.95557E+00
9.149120E-05,3.34619E+00,2.97998E+00
9.149200E-05,3.34131E+00,2.96045E+00
9.149280E-05,3.33154E+00,2.97510E+00
9.149360E-05,3.33154E+00,2.96045E+00
9.149440E-05,3.36572E+00,2.97021E+00
9.149520E-05,3.36084E+00,2.98486E+00
9.149600E-05,3.36084E+00,2.97998E+00
9.149680E-05,3.34131E+00,2.96045E+00
9.149760E-05,3.35596E+00,2.96533E+00
9.149840E-05,3.35107E+00,2.97021E+00
9.149920E-05,3.36572E+00,2.98486E+00
9.150000E-05,3.36084E+00,2.97021E+00
9.150080E-05,3.36572E+00,2.97510E+00
9.150160E-05,3.36084E+00,2.98486E+00
9.150240E-05,3.36084E+00,2.99951E+00
9.150320E-05,3.34131E+00,2.96045E+00
9.150400E-05,3.37061E+00,2.97510E+00
9.150480E-05,3.37549E+00,2.97510E+00
9.150560E-05,3.35107E+00,2.98486E+00
9.150640E-05,3.36572E+00,2.97021E+00
9.150720E-05,3.36084E+00,2.97510E+00
9.150800E-05,3.37549E+00,2.99463E+00
9.150880E-05,3.36084E+00,2.98486E+00
9.150960E-05,3.34619E+00,2.96533E+00
9.151040E-05,3.37549E+00,2.98486E+00
9.151120E-05,3.36084E+00,2.98486E+00
9.151200E-05,3.35107E+00,2.98486E+00
9.151280E-05,3.35596E+00,2.98486E+00
9.151360E-05,3.37549E+00,2.97510E+00
9.151440E-05,3.38037E+00,2.97998E+00
9.151520E-05,3.36572E+00,2.98486E+00
9.151600E-05,3.35596E+00,2.96045E+00
9.151680E-05,3.34619E+00,2.98486E+00
9.151760E-05,3.37061E+00,2.98486E+00
9.151840E-05,3.36084E+00,2.97510E+00
9.151920E-05,3.35596E+00,2.98486E+00
9.152000E-05,3.37061E+00,2.97998E+00
9.152080E-05,3.36572E+00,2.97998E+00
9.152160E-05,3.36084E+00,2.97021E+00
9.152240E-05,3.35107E+00,2.97021E+00
9.152320E-05,3.37549E+00,2.98486E+00
9.152400E-05,3.35107E+00,2.98975E+00
9.152480E-05,3.36572E+00,2.97998E+00
9.152560E-05,3.35596E+00,2.99463E+00
9.152640E-05,3.39502E+00,2.97510E+00
9.152720E-05,3.37549E+00,2.99463E+00
9.152800E-05,3.36572E+00,2.98486E+00
9.152880E-05,3.37549E+00,2.97510E+00
9.152960E-05,3.38525E+00,2.97510E+00
9.153040E-05,3.38037E+00,2.97510E+00
9.153120E-05,3.38525E+00,2.99463E+00
9.153200E-05,3.37549E+00,2.98975E+00
9.153280E-05,3.38525E+00,2.97510E+00
9.153360E-05,3.38525E+00,2.98975E+00
9.153440E-05,3.37061E+00,2.98975E+00
9.153520E-05,3.37061E+00,2.97021E+00
9.153600E-05,3.38037E+00,2.98486E+00
9.153680E-05,3.36572E+00,2.98486E+00
9.153760E-05,3.39502E+00,2.99951E+00
9.153840E-05,3.36572E+00,2.99463E+00
9.153920E-05,3.39014E+00,2.99951E+00
9.154000E-05,3.38037E+00,2.98975E+00
9.154080E-05,3.39502E+00,2.99951E+00
9.154160E-05,3.37061E+00,2.97998E+00
9.154240E-05,3.39014E+00,2.97510E+00
9.154320E-05,3.37549E+00,2.97510E+00
9.154400E-05,3.39502E+00,3.00439E+00
9.154480E-05,3.36572E+00,2.98975E+00
9.154560E-05,3.39014E+00,3.00928E+00
9.154640E-05,3.37549E+00,2.98486E+00
9.154720E-05,3.39502E+00,2.98486E+00
9.154800E-05,3.37061E+00,2.97510E+00
9.154880E-05,3.38037E+00,3.00928E+00
9.154960E-05,3.38037E+00,2.99463E+00
9.155040E-05,3.38037E+00,2.99951E+00
9.155120E-05,3.39502E+00,2.99951E+00
9.155200E-05,3.39990E+00,2.98975E+00
9.155280E-05,3.39014E+00,2.99463E+00
9.155360E-05,3.38037E+00,2.99463E+00
9.155440E-05,3.37061E+00,2.95557E+00
9.155520E-05,3.39502E+00,2.99463E+00
9.155600E-05,3.39014E+00,2.98486E+00
9.155680E-05,3.40967E+00,2.98486E+00
9.155760E-05,3.38037E+00,2.99463E+00
9.155840E-05,3.39502E+00,2.99463E+00
9.155920E-05,3.38525E+00,2.98975E+00
9.156000E-05,3.39502E+00,2.98975E+00
9.156080E-05,3.38037E+00,2.97998E+00
9.156160E-05,3.38525E+00,2.98975E+00
9.156240E-05,3.39502E+00,2.98975E+00
9.156320E-05,3.40479E+00,2.99951E+00
9.156400E-05,3.39014E+00,2.99463E+00
9.156480E-05,3.40479E+00,3.00439E+00
9.156560E-05,3.38525E+00,2.99951E+00
9.156640E-05,3.39502E+00,2.98975E+00
9.156720E-05,3.39014E+00,2.97998E+00
9.156800E-05,3.38037E+00,3.00439E+00
9.156880E-05,3.39014E+00,2.98975E+00
9.156960E-05,3.39990E+00,2.99463E+00
9.157040E-05,3.40479E+00,2.99951E+00
9.157120E-05,3.41455E+00,3.00439E+00
9.157200E-05,3.38037E+00,3.00928E+00
9.157280E-05,3.37549E+00,3.01904E+00
9.157360E-05,3.38037E+00,2.98486E+00
9.157440E-05,3.39502E+00,3.00928E+00
9.157520E-05,3.38525E+00,3.00439E+00
9.157600E-05,3.41455E+00,3.00439E+00
9.157680E-05,3.39502E+00,2.98975E+00
9.157760E-05,3.39502E+00,3.00439E+00
9.157840E-05,3.39990E+00,2.99463E+00
9.157920E-05,3.40479E+00,3.01904E+00
9.158000E-05,3.37061E+00,2.98486E+00
9.158080E-05,3.41455E+00,3.01904E+00
9.158160E-05,3.40967E+00,2.99463E+00
9.158240E-05,3.40967E+00,3.00439E+00
9.158320E-05,3.40967E+00,2.99951E+00
9.158400E-05,3.40967E+00,3.01904E+00
9.158480E-05,3.40479E+00,2.99951E+00
9.158560E-05,3.41455E+00,3.00928E+00
9.158640E-05,3.40479E+00,2.99463E+00
9.158720E-05,3.39502E+00,3.00928E+00
9.158800E-05,3.37549E+00,2.99951E+00
9.158880E-05,3.40479E+00,3.00439E+00
9.158960E-05,3.40479E+00,3.01904E+00
9.159040E-05,3.39990E+00,3.00928E+00
9.159120E-05,3.41455E+00,2.99463E+00
9.159200E-05,3.41455E+00,2.99951E+00
9.159280E-05,3.39014E+00,2.97998E+00
9.159360E-05,3.41455E+00,3.00439E+00
9.159440E-05,3.39990E+00,2.99463E+00
9.159520E-05,3.41455E+00,2.99951E+00
9.159600E-05,3.40479E+00,2.99951E+00
9.159680E-05,3.41455E+00,3.00439E+00
9.159760E-05,3.42432E+00,3.00928E+00
9.159840E-05,3.41943E+00,3.00439E+00
9.159920E-05,3.38525E+00,2.99463E+00
9.160000E-05,3.42432E+00,3.00928E+00
9.160080E-05,3.40479E+00,2.99951E+00
9.160160E-05,3.42432E+00,3.00928E+00
9.160240E-05,3.39990E+00,2.99463E+00
9.160320E-05,3.42432E+00,3.00928E+00
9.160400E-05,3.42920E+00,3.01904E+00
9.160480E-05,3.41455E+00,3.01904E+00
9.160560E-05,3.39502E+00,2.98975E+00
9.160640E-05,3.41943E+00,3.01904E+00
9.160720E-05,3.40967E+00,3.01416E+00
9.160800E-05,3.41455E+00,3.01904E+00
9.160880E-05,3.40967E+00,2.99463E+00
9.160960E-05,3.41455E+00,3.03369E+00
9.161040E-05,3.42432E+00,3.01416E+00
9.161120E-05,3.41943E+00,3.01904E+00
9.161200E-05,3.40967E+00,2.98486E+00
9.161280E-05,3.42920E+00,3.00928E+00
9.161360E-05,3.41455E+00,3.01416E+00
9.161440E-05,3.42920E+00,3.02881E+00
9.161520E-05,3.40967E+00,3.00928E+00
9.161600E-05,3.42920E+00,3.01904E+00
9.161680E-05,3.41943E+00,3.01904E+00
9.161760E-05,3.42432E+00,3.01904E+00
9.161840E-05,3.39502E+00,3.00928E+00
9.161920E-05,3.41455E+00,3.01416E+00
9.162000E-05,3.42920E+00,3.00439E+00
9.162080E-05,3.43896E+00,3.02881E+00
9.162160E-05,3.43408E+00,3.01904E+00
9.162240E-05,3.43896E+00,3.01904E+00
9.162320E-05,3.42432E+00,3.01904E+00
9.162400E-05,3.41455E+00,3.01904E+00
9.162480E-05,3.41455E+00,3.00439E+00
9.162560E-05,3.40967E+00,3.00928E+00
9.162640E-05,3.42920E+00,3.02393E+00
9.162720E-05,3.42920E+00,3.03369E+00
9.162800E-05,3.41943E+00,3.02881E+00
9.162880E-05,3.42920E+00,3.03857E+00
9.162960E-05,3.43408E+00,3.03857E+00
9.163040E-05,3.42432E+00,3.02881E+00
9.163120E-05,3.42432E+00,3.00439E+00
9.163200E-05,3.44873E+00,3.01416E+00
9.163280E-05,3.41455E+00,3.01416E+00
9.163360E-05,3.43896E+00,3.01904E+00
9.163440E-05,3.42432E+00,3.01904E+00
9.163520E-05,3.44873E+00,3.03857E+00
9.163600E-05,3.43896E+00,3.01904E+00
9.163680E-05,3.44873E+00,3.02881E+00
9.163760E-05,3.42432E+00,3.01904E+00
9.163840E-05,3.44385E+00,3.02393E+00
9.163920E-05,3.43896E+00,3.02393E+00
9.164000E-05,3.43896E+00,3.02393E+00
9.164080E-05,3.42432E+00,3.03369E+00
9.164160E-05,3.44385E+00,3.02393E+00
9.164240E-05,3.43408E+00,3.01904E+00
9.164320E-05,3.43408E+00,3.01416E+00
9.164400E-05,3.43408E+00,2.99951E+00
9.164480E-05,3.44873E+00,3.02393E+00
9.164560E-05,3.43408E+00,3.01904E+00
9.164640E-05,3.45361E+00,3.03857E+00
9.164720E-05,3.42920E+00,3.00928E+00
9.164800E-05,3.46338E+00,3.01904E+00
9.164880E-05,3.44873E+00,3.01416E+00
9.164960E-05,3.44873E+00,3.03369E+00
9.165040E-05,3.42920E+00,2.99463E+00
9.165120E-05,3.44873E+00,3.02393E+00
9.165200E-05,3.41943E+00,3.01904E+00
9.165280E-05,3.43408E+00,3.01904E+00
9.165360E-05,3.43408E+00,3.02881E+00
9.165440E-05,3.43896E+00,3.03369E+00
9.165520E-05,3.44873E+00,3.03369E+00
9.165600E-05,3.44873E+00,3.01904E+00
9.165680E-05,3.41455E+00,3.03369E+00
9.165760E-05,3.43408E+00,3.01904E+00
9.165840E-05,3.42920E+00,3.03857E+00
9.165920E-05,3.43408E+00,3.03857E+00
9.166000E-05,3.43408E+00,3.01416E+00
9.166080E-05,3.45850E+00,3.01904E+00
9.166160E-05,3.44385E+00,3.02881E+00
9.166240E-05,3.45361E+00,3.02393E+00
9.166320E-05,3.43896E+00,3.00928E+00
9.166400E-05,3.44873E+00,3.04834E+00
9.166480E-05,3.43408E+00,3.03857E+00
