in s,C4 in V
2.94807968E-01,-8.0526245E-03
2.94808432E-01,-7.3232544E-03
2.94808896E-01,-7.3507202E-03
2.94809360E-01,-7.7077759E-03
2.94809824E-01,-6.3955200E-03
2.94810288E-01,-6.3375366E-03
2.94810752E-01,-7.4453247E-03
2.94811216E-01,-7.8420532E-03
2.94811680E-01,-7.5918091E-03
2.94812144E-01,-6.5023315E-03
2.94812608E-01,-5.8339966E-03
2.94813072E-01,-7.1615112E-03
2.94813536E-01,-7.4422729E-03
2.94814000E-01,-8.6873901E-03
2.94814464E-01,-8.7240112E-03
2.94814928E-01,-9.0597046E-03
2.94815392E-01,-8.8277710E-03
2.94815856E-01,-8.1655396E-03
2.94816320E-01,-8.4615601E-03
2.94816784E-01,-7.9976929E-03
2.94817248E-01,-7.9030884E-03
2.94817712E-01,-8.0282104E-03
2.94818176E-01,-6.6305054E-03
2.94818640E-01,-7.7840698E-03
2.94819104E-01,-8.3333862E-03
2.94819568E-01,-7.8481567E-03
2.94820032E-01,-7.1737183E-03
2.94820496E-01,-7.2530640E-03
2.94820960E-01,-7.5399292E-03
2.94821424E-01,-7.8115356E-03
2.94821888E-01,-8.3944214E-03
2.94822352E-01,-8.2235229E-03
2.94822816E-01,-9.5388306E-03
2.94823280E-01,-1.0411633E-02
2.94823744E-01,-1.0472668E-02
2.94824208E-01,-9.9233521E-03
2.94824672E-01,-8.4432495E-03
2.94825136E-01,-7.6619995E-03
2.94825600E-01,-8.4676636E-03
2.94826064E-01,-8.6080444E-03
2.94826528E-01,-9.1787231E-03
2.94826992E-01,-1.0085095E-02
2.94827456E-01,-1.0143079E-02
2.94827920E-01,-8.6782349E-03
2.94828384E-01,-9.1359985E-03
2.94828848E-01,-1.0109509E-02
2.94829312E-01,-9.9050415E-03
2.94829776E-01,-9.3221558E-03
2.94830240E-01,-8.5256470E-03
2.94830704E-01,-7.6223267E-03
2.94831168E-01,-7.0424927E-03
2.94831632E-01,-7.6101196E-03
2.94832096E-01,-9.3068970E-03
2.94832560E-01,-8.5988892E-03
2.94833024E-01,-7.1645630E-03
2.94833488E-01,-7.5765503E-03
2.94833952E-01,-7.6253784E-03
2.94834416E-01,-8.5073364E-03
2.94834880E-01,-8.4218872E-03
2.94835344E-01,-9.3862427E-03
2.94835808E-01,-8.4829224E-03
2.94836272E-01,-8.9559448E-03
2.94836736E-01,-1.0155286E-02
2.94837200E-01,-9.3099487E-03
2.94837664E-01,-8.8338745E-03
2.94838128E-01,-8.3303345E-03
2.94838592E-01,-7.2957886E-03
2.94839056E-01,-8.5225952E-03
2.94839520E-01,-8.4218872E-03
2.94839984E-01,-8.6294067E-03
2.94840448E-01,-9.1848267E-03
2.94840912E-01,-9.0963257E-03
2.94841376E-01,-8.0404175E-03
2.94841840E-01,-7.3751343E-03
2.94842304E-01,-6.3680542E-03
2.94842768E-01,-6.7342651E-03
2.94843232E-01,-6.6915405E-03
2.94843696E-01,-7.4087036E-03
2.94844160E-01,-7.9061401E-03
2.94844624E-01,-7.5155151E-03
2.94845088E-01,-8.1197632E-03
2.94845552E-01,-8.2052124E-03
2.94846016E-01,-6.5114868E-03
2.94846480E-01,-6.0415161E-03
2.94846944E-01,-6.5847290E-03
2.94847408E-01,-6.0537231E-03
2.94847872E-01,-6.0811890E-03
2.94848336E-01,-6.7891968E-03
2.94848800E-01,-7.9549683E-03
2.94849264E-01,-7.8237427E-03
2.94849728E-01,-7.2164429E-03
2.94850192E-01,-8.5500610E-03
2.94850656E-01,-8.7209595E-03
2.94851120E-01,-7.3202026E-03
2.94851584E-01,-7.5734985E-03
2.94852048E-01,-8.1716431E-03
2.94852512E-01,-7.7993286E-03
2.94852976E-01,-8.1594360E-03
2.94853440E-01,-7.9915894E-03
2.94853904E-01,-7.2225464E-03
2.94854368E-01,-7.3232544E-03
2.94854832E-01,-7.9580200E-03
2.94855296E-01,-7.5734985E-03
2.94855760E-01,-7.7779663E-03
2.94856224E-01,-7.8298462E-03
2.94856688E-01,-7.0180786E-03
2.94857152E-01,-6.2887085E-03
2.94857616E-01,-6.2673462E-03
2.94858080E-01,-7.2011841E-03
2.94858544E-01,-7.4087036E-03
2.94859008E-01,-7.1584595E-03
2.94859472E-01,-7.5490845E-03
2.94859936E-01,-7.0760620E-03
2.94860400E-01,-7.4361694E-03
2.94860864E-01,-6.9936646E-03
2.94861328E-01,-6.7739380E-03
2.94861792E-01,-6.7983521E-03
2.94862256E-01,-7.6528442E-03
2.94862720E-01,-7.6070679E-03
2.94863184E-01,-8.8949097E-03
2.94863648E-01,-8.7423218E-03
2.94864112E-01,-7.8542603E-03
2.94864576E-01,-7.8298462E-03
2.94865040E-01,-6.9295776E-03
2.94865504E-01,-6.6030396E-03
2.94865968E-01,-6.8807495E-03
2.94866432E-01,-6.1849487E-03
2.94866896E-01,-6.5969360E-03
2.94867360E-01,-7.9061401E-03
2.94867824E-01,-7.9824341E-03
2.94868288E-01,-7.0821655E-03
2.94868752E-01,-7.0089233E-03
2.94869216E-01,-7.8817261E-03
2.94869680E-01,-7.9671753E-03
2.94870144E-01,-7.2622192E-03
2.94870608E-01,-6.6732300E-03
2.94871072E-01,-5.8492554E-03
2.94871536E-01,-6.2246216E-03
2.94872000E-01,-6.9082153E-03
2.94872464E-01,-7.0302856E-03
2.94872928E-01,-8.0068481E-03
2.94873392E-01,-7.8206909E-03
2.94873856E-01,-7.3934448E-03
2.94874320E-01,-7.1950806E-03
2.94874784E-01,-6.5664185E-03
2.94875248E-01,-7.2378052E-03
2.94875712E-01,-7.7382935E-03
2.94876176E-01,-7.2835815E-03
2.94876640E-01,-6.4626587E-03
2.94877104E-01,-6.1513794E-03
2.94877568E-01,-8.5409058E-03
2.94878032E-01,-7.9824341E-03
2.94878496E-01,-7.9793823E-03
2.94878960E-01,-7.8756226E-03
2.94879424E-01,-8.3120239E-03
2.94879888E-01,-7.7535522E-03
2.94880352E-01,-7.0730103E-03
2.94880816E-01,-7.1035278E-03
2.94881280E-01,-8.6568726E-03
2.94881744E-01,-7.7901733E-03
2.94882208E-01,-8.3028687E-03
2.94882672E-01,-8.4585083E-03
2.94883136E-01,-7.9183472E-03
2.94883600E-01,-7.9213989E-03
2.94884064E-01,-7.0394409E-03
2.94884528E-01,-6.0811890E-03
2.94884992E-01,-5.3304565E-03
2.94885456E-01,-6.1269653E-03
2.94885920E-01,-6.0476196E-03
2.94886384E-01,-5.5593384E-03
2.94886848E-01,-6.0750854E-03
2.94887312E-01,-5.7454956E-03
2.94887776E-01,-5.7638062E-03
2.94888240E-01,-6.4321411E-03
2.94888704E-01,-6.5999878E-03
2.94889168E-01,-6.6396606E-03
2.94889632E-01,-6.4931763E-03
2.94890096E-01,-7.3202026E-03
