in s,C1 in V
2.7969058E-01,6.7722028E+00
2.7969150E-01,6.7720502E+00
2.7969242E-01,6.7714398E+00
2.7969334E-01,6.7711346E+00
2.7969426E-01,6.7706769E+00
2.7969518E-01,6.7691510E+00
2.7969610E-01,6.7697614E+00
2.7969702E-01,6.7722028E+00
2.7969794E-01,6.7729657E+00
2.7969886E-01,6.7718976E+00
2.7969978E-01,6.7709821E+00
2.7970070E-01,6.7708295E+00
2.7970162E-01,6.7720502E+00
2.7970254E-01,6.7712872E+00
2.7970346E-01,6.7689984E+00
2.7970438E-01,6.7693036E+00
2.7970530E-01,6.7711346E+00
2.7970622E-01,6.7703717E+00
2.7970714E-01,6.7706769E+00
2.7970806E-01,6.7700665E+00
2.7970898E-01,6.7699139E+00
2.7970990E-01,6.7680829E+00
2.7971082E-01,6.7694562E+00
2.7971174E-01,6.7682355E+00
2.7971266E-01,6.7680829E+00
2.7971358E-01,6.7705243E+00
2.7971450E-01,6.7709821E+00
2.7971542E-01,6.7708295E+00
2.7971634E-01,6.7720502E+00
2.7971726E-01,6.7712872E+00
2.7971818E-01,6.7699139E+00
2.7971910E-01,6.7682355E+00
2.7972002E-01,6.7682355E+00
2.7972094E-01,6.7693036E+00
2.7972186E-01,6.7683881E+00
2.7972278E-01,6.7685406E+00
2.7972370E-01,6.7680829E+00
2.7972462E-01,6.7685406E+00
2.7972554E-01,6.7676251E+00
2.7972646E-01,6.7688458E+00
2.7972738E-01,6.7689984E+00
2.7972830E-01,6.7683881E+00
2.7972922E-01,6.7680829E+00
2.7973014E-01,6.7689984E+00
2.7973106E-01,6.7686932E+00
2.7973198E-01,6.7697614E+00
2.7973290E-01,6.7689984E+00
2.7973382E-01,6.7697614E+00
2.7973474E-01,6.7689984E+00
2.7973566E-01,6.7683881E+00
2.7973658E-01,6.7696088E+00
2.7973750E-01,6.7688458E+00
2.7973842E-01,6.7706769E+00
2.7973934E-01,6.7706769E+00
2.7974026E-01,6.7717450E+00
2.7974118E-01,6.7712872E+00
2.7974210E-01,6.7703717E+00
2.7974302E-01,6.7688458E+00
2.7974394E-01,6.7689984E+00
2.7974486E-01,6.7680829E+00
2.7974578E-01,6.7676251E+00
2.7974670E-01,6.7685406E+00
2.7974762E-01,6.7679303E+00
2.7974854E-01,6.7664044E+00
2.7974946E-01,6.7696088E+00
2.7975038E-01,6.7694562E+00
2.7975130E-01,6.7679303E+00
2.7975222E-01,6.7685406E+00
2.7975314E-01,6.7708295E+00
2.7975406E-01,6.7694562E+00
2.7975498E-01,6.7685406E+00
2.7975590E-01,6.7689984E+00
2.7975682E-01,6.7685406E+00
2.7975774E-01,6.7705243E+00
2.7975866E-01,6.7702191E+00
2.7975958E-01,6.7702191E+00
2.7976050E-01,6.7697614E+00
2.7976142E-01,6.7674725E+00
2.7976234E-01,6.7699139E+00
2.7976326E-01,6.7694562E+00
2.7976418E-01,6.7697614E+00
2.7976510E-01,6.7676251E+00
2.7976602E-01,6.7708295E+00
2.7976694E-01,6.7706769E+00
2.7976786E-01,6.7693036E+00
2.7976878E-01,6.7677777E+00
2.7976970E-01,6.7686932E+00
2.7977062E-01,6.7683881E+00
2.7977154E-01,6.7653363E+00
2.7977246E-01,6.7659467E+00
2.7977338E-01,6.7654889E+00
2.7977430E-01,6.7664044E+00
2.7977522E-01,6.7665570E+00
2.7977614E-01,6.7674725E+00
2.7977706E-01,6.7676251E+00
2.7977798E-01,6.7659467E+00
2.7977890E-01,6.7657941E+00
2.7977982E-01,6.7679303E+00
2.7978074E-01,6.7688458E+00
2.7978166E-01,6.7702191E+00
2.7978258E-01,6.7723553E+00
2.7978350E-01,6.7711346E+00
