in s,C1 in V
5.3460000E-03,-1.31826E+00
5.3460048E-03,-1.30361E+00
5.3460096E-03,-1.30361E+00
5.3460144E-03,-1.29873E+00
5.3460192E-03,-1.30850E+00
5.3460240E-03,-1.30361E+00
5.3460288E-03,-1.29873E+00
5.3460336E-03,-1.30361E+00
5.3460384E-03,-1.32803E+00
5.3460432E-03,-1.30361E+00
5.3460480E-03,-1.30850E+00
5.3460528E-03,-1.31338E+00
5.3460576E-03,-1.31338E+00
5.3460624E-03,-1.32314E+00
5.3460672E-03,-1.31338E+00
5.3460720E-03,-1.31338E+00
5.3460768E-03,-1.30850E+00
5.3460816E-03,-1.31826E+00
5.3460864E-03,-1.30361E+00
5.3460912E-03,-1.30361E+00
5.3460960E-03,-1.30850E+00
5.3461008E-03,-1.31826E+00
5.3461056E-03,-1.30850E+00
5.3461104E-03,-1.31826E+00
5.3461152E-03,-1.30361E+00
5.3461200E-03,-1.30850E+00
5.3461248E-03,-1.29873E+00
5.3461296E-03,-1.30361E+00
5.3461344E-03,-1.31826E+00
5.3461392E-03,-1.32314E+00
5.3461440E-03,-1.29873E+00
5.3461488E-03,-1.28896E+00
5.3461536E-03,-1.31826E+00
5.3461584E-03,-1.33291E+00
5.3461632E-03,-1.30361E+00
5.3461680E-03,-1.30850E+00
5.3461728E-03,-1.30361E+00
5.3461776E-03,-1.32314E+00
5.3461824E-03,-1.30361E+00
5.3461872E-03,-1.30850E+00
5.3461920E-03,-1.31338E+00
5.3461968E-03,-1.33291E+00
5.3462016E-03,-1.29873E+00
5.3462064E-03,-1.30850E+00
5.3462112E-03,-1.29873E+00
5.3462160E-03,-1.32314E+00
5.3462208E-03,-1.31826E+00
5.3462256E-03,-1.29873E+00
5.3462304E-03,-1.31338E+00
5.3462352E-03,-1.30850E+00
5.3462400E-03,-1.31826E+00
5.3462448E-03,-1.30361E+00
5.3462496E-03,-1.31338E+00
5.3462544E-03,-1.29873E+00
5.3462592E-03,-1.30361E+00
5.3462640E-03,-1.31338E+00
5.3462688E-03,-1.32803E+00
5.3462736E-03,-1.31826E+00
5.3462784E-03,-1.30361E+00
