"Vendor","Rohde&Schwarz",
"Device/Mat.-No.","RTB2004 / 1333.1005k04",
"Serial No.","107509",
"Firmware Version","02.300",
"Date","2023-03-02",
"Time","12:17:31",
"Comment","",

"Meas. Place",,"3",,
"Type",,"Rise Time",,
"Source 1",,"C2",,
"Source 2",,,,
"Unit",,,,
"Upper Level [%]",,9.000000e+01,,
"Middle Level [%]",,5.000000e+01,,
"Lower Level [%]",,1.000000e+01,,
"Wave count",,435,,
"Current",,nan,,
"Average No.",,1.000000e+03,,
"Min",,nan,,
"Max",,nan,,
"Mean",,nan,,
"StdDev",,nan,,
"Time of first value",,,,
"Time of last value",,,,
"Long term Min",,nan,,
"Long term Max",,nan,,
"Long term Mean",,nan,,
"Long term StdDev",,nan,,
"Long term start time",,,,
"Long term end Time",,,,


"Index","Time Offset","Value",
1,,1.600000e+308,
2,,1.600000e+308,
3,,1.600000e+308,
4,,1.600000e+308,
5,,1.600000e+308,
6,,1.600000e+308,
7,,1.600000e+308,
8,,1.600000e+308,
9,,1.600000e+308,
10,,1.600000e+308,
11,,1.600000e+308,
12,,1.600000e+308,
13,,1.600000e+308,
14,,1.600000e+308,
15,,1.600000e+308,
16,,1.600000e+308,
17,,1.600000e+308,
18,,1.600000e+308,
19,,1.600000e+308,
20,,1.600000e+308,
21,,1.600000e+308,
22,,1.600000e+308,
23,,1.600000e+308,
24,,1.600000e+308,
25,,1.600000e+308,
26,,1.600000e+308,
27,,1.600000e+308,
28,,1.600000e+308,
29,,1.600000e+308,
30,,1.600000e+308,
31,,1.600000e+308,
32,,1.600000e+308,
33,,1.600000e+308,
34,,1.600000e+308,
35,,1.600000e+308,
36,,1.600000e+308,
37,,1.600000e+308,
38,,1.600000e+308,
39,,1.600000e+308,
40,,1.600000e+308,
41,,1.600000e+308,
42,,1.600000e+308,
43,,1.600000e+308,
44,,1.600000e+308,
45,,1.600000e+308,
46,,1.600000e+308,
47,,1.600000e+308,
48,,1.600000e+308,
49,,1.600000e+308,
50,,1.600000e+308,
51,,1.600000e+308,
52,,1.600000e+308,
53,,1.600000e+308,
54,,1.600000e+308,
55,,1.600000e+308,
56,,1.600000e+308,
57,,1.600000e+308,
58,,1.600000e+308,
59,,1.600000e+308,
60,,1.600000e+308,
61,,1.600000e+308,
62,,1.600000e+308,
63,,1.600000e+308,
64,,1.600000e+308,
65,,1.600000e+308,
66,,1.600000e+308,
67,,1.600000e+308,
68,,1.600000e+308,
69,,1.600000e+308,
70,,1.600000e+308,
71,,1.600000e+308,
72,,1.600000e+308,
73,,1.600000e+308,
74,,1.600000e+308,
75,,1.600000e+308,
76,,1.600000e+308,
77,,1.600000e+308,
78,,1.600000e+308,
79,,1.600000e+308,
80,,1.600000e+308,
81,,1.600000e+308,
82,,1.600000e+308,
83,,1.600000e+308,
84,,1.600000e+308,
85,,1.600000e+308,
86,,1.600000e+308,
87,,1.600000e+308,
88,,1.600000e+308,
89,,1.600000e+308,
90,,1.600000e+308,
91,,1.600000e+308,
92,,1.600000e+308,
93,,1.600000e+308,
94,,1.600000e+308,
95,,1.600000e+308,
96,,1.600000e+308,
97,,1.600000e+308,
98,,1.600000e+308,
99,,1.600000e+308,
100,,1.600000e+308,
101,,1.600000e+308,
102,,1.600000e+308,
103,,1.600000e+308,
104,,1.600000e+308,
105,,1.600000e+308,
106,,1.600000e+308,
107,,1.600000e+308,
108,,1.600000e+308,
109,,1.600000e+308,
110,,1.600000e+308,
111,,1.600000e+308,
112,,1.600000e+308,
113,,1.600000e+308,
114,,1.600000e+308,
115,,1.600000e+308,
116,,1.600000e+308,
117,,1.600000e+308,
118,,1.600000e+308,
119,,1.600000e+308,
120,,1.600000e+308,
121,,1.600000e+308,
122,,1.600000e+308,
123,,1.600000e+308,
124,,1.600000e+308,
125,,1.600000e+308,
126,,1.600000e+308,
127,,1.600000e+308,
128,,1.600000e+308,
129,,1.600000e+308,
130,,1.600000e+308,
131,,1.600000e+308,
132,,1.600000e+308,
133,,1.600000e+308,
134,,1.600000e+308,
135,,1.600000e+308,
136,,1.600000e+308,
137,,1.600000e+308,
138,,1.600000e+308,
139,,1.600000e+308,
140,,1.600000e+308,
141,,1.600000e+308,
142,,1.600000e+308,
143,,1.600000e+308,
144,,1.600000e+308,
145,,1.600000e+308,
146,,1.600000e+308,
147,,1.600000e+308,
148,,1.600000e+308,
149,,1.600000e+308,
150,,1.600000e+308,
151,,1.600000e+308,
152,,1.600000e+308,
153,,1.600000e+308,
154,,1.600000e+308,
155,,1.600000e+308,
156,,1.600000e+308,
157,,1.600000e+308,
158,,1.600000e+308,
159,,1.600000e+308,
160,,1.600000e+308,
161,,1.600000e+308,
162,,1.600000e+308,
163,,1.600000e+308,
164,,1.600000e+308,
165,,1.600000e+308,
166,,1.600000e+308,
167,,1.600000e+308,
168,,1.600000e+308,
169,,1.600000e+308,
170,,1.600000e+308,
171,,1.600000e+308,
172,,1.600000e+308,
173,,1.600000e+308,
174,,1.600000e+308,
175,,1.600000e+308,
176,,1.600000e+308,
177,,1.600000e+308,
178,,1.600000e+308,
179,,1.600000e+308,
180,,1.600000e+308,
181,,1.600000e+308,
182,,1.600000e+308,
183,,1.600000e+308,
184,,1.600000e+308,
185,,1.600000e+308,
186,,1.600000e+308,
187,,1.600000e+308,
188,,1.600000e+308,
189,,1.600000e+308,
190,,1.600000e+308,
191,,1.600000e+308,
192,,1.600000e+308,
193,,1.600000e+308,
194,,1.600000e+308,
195,,1.600000e+308,
196,,1.600000e+308,
197,,1.600000e+308,
198,,1.600000e+308,
199,,1.600000e+308,
200,,1.600000e+308,
201,,1.600000e+308,
202,,1.600000e+308,
203,,1.600000e+308,
204,,1.600000e+308,
205,,1.600000e+308,
206,,1.600000e+308,
207,,1.600000e+308,
208,,1.600000e+308,
209,,1.600000e+308,
210,,1.600000e+308,
211,,1.600000e+308,
212,,1.600000e+308,
213,,1.600000e+308,
214,,1.600000e+308,
215,,1.600000e+308,
216,,1.600000e+308,
217,,1.600000e+308,
218,,1.600000e+308,
219,,1.600000e+308,
220,,1.600000e+308,
221,,1.600000e+308,
222,,1.600000e+308,
223,,1.600000e+308,
224,,1.600000e+308,
225,,1.600000e+308,
226,,1.600000e+308,
227,,1.600000e+308,
228,,1.600000e+308,
229,,1.600000e+308,
230,,1.600000e+308,
231,,1.600000e+308,
232,,1.600000e+308,
233,,1.600000e+308,
234,,1.600000e+308,
235,,1.600000e+308,
236,,1.600000e+308,
237,,1.600000e+308,
238,,1.600000e+308,
239,,1.600000e+308,
240,,1.600000e+308,
241,,1.600000e+308,
242,,1.600000e+308,
243,,1.600000e+308,
244,,1.600000e+308,
245,,1.600000e+308,
246,,1.600000e+308,
247,,1.600000e+308,
248,,1.600000e+308,
249,,1.600000e+308,
250,,1.600000e+308,
251,,1.600000e+308,
252,,1.600000e+308,
253,,1.600000e+308,
254,,1.600000e+308,
255,,1.600000e+308,
256,,1.600000e+308,
257,,1.600000e+308,
258,,1.600000e+308,
259,,1.600000e+308,
260,,1.600000e+308,
261,,1.600000e+308,
262,,1.600000e+308,
263,,1.600000e+308,
264,,1.600000e+308,
265,,1.600000e+308,
266,,1.600000e+308,
267,,1.600000e+308,
268,,1.600000e+308,
269,,1.600000e+308,
270,,1.600000e+308,
271,,1.600000e+308,
272,,1.600000e+308,
273,,1.600000e+308,
274,,1.600000e+308,
275,,1.600000e+308,
276,,1.600000e+308,
277,,1.600000e+308,
278,,1.600000e+308,
279,,1.600000e+308,
280,,1.600000e+308,
281,,1.600000e+308,
282,,1.600000e+308,
283,,1.600000e+308,
284,,1.600000e+308,
285,,1.600000e+308,
286,,1.600000e+308,
287,,1.600000e+308,
288,,1.600000e+308,
289,,1.600000e+308,
290,,1.600000e+308,
291,,1.600000e+308,
292,,1.600000e+308,
293,,1.600000e+308,
294,,1.600000e+308,
295,,1.600000e+308,
296,,1.600000e+308,
297,,1.600000e+308,
298,,1.600000e+308,
299,,1.600000e+308,
300,,1.600000e+308,
301,,1.600000e+308,
302,,1.600000e+308,
303,,1.600000e+308,
304,,1.600000e+308,
305,,1.600000e+308,
306,,1.600000e+308,
307,,1.600000e+308,
308,,1.600000e+308,
309,,1.600000e+308,
310,,1.600000e+308,
311,,1.600000e+308,
312,,1.600000e+308,
313,,1.600000e+308,
314,,1.600000e+308,
315,,1.600000e+308,
316,,1.600000e+308,
317,,1.600000e+308,
318,,1.600000e+308,
319,,1.600000e+308,
320,,1.600000e+308,
321,,1.600000e+308,
322,,1.600000e+308,
323,,1.600000e+308,
324,,1.600000e+308,
325,,1.600000e+308,
326,,1.600000e+308,
327,,1.600000e+308,
328,,1.600000e+308,
329,,1.600000e+308,
330,,1.600000e+308,
331,,1.600000e+308,
332,,1.600000e+308,
333,,1.600000e+308,
334,,1.600000e+308,
335,,1.600000e+308,
336,,1.600000e+308,
337,,1.600000e+308,
338,,1.600000e+308,
339,,1.600000e+308,
340,,1.600000e+308,
341,,1.600000e+308,
342,,1.600000e+308,
343,,1.600000e+308,
344,,1.600000e+308,
345,,1.600000e+308,
346,,1.600000e+308,
347,,1.600000e+308,
348,,1.600000e+308,
349,,1.600000e+308,
350,,1.600000e+308,
351,,1.600000e+308,
352,,1.600000e+308,
353,,1.600000e+308,
354,,1.600000e+308,
355,,1.600000e+308,
356,,1.600000e+308,
357,,1.600000e+308,
358,,1.600000e+308,
359,,1.600000e+308,
360,,1.600000e+308,
361,,1.600000e+308,
362,,1.600000e+308,
363,,1.600000e+308,
364,,1.600000e+308,
365,,1.600000e+308,
366,,1.600000e+308,
367,,1.600000e+308,
368,,1.600000e+308,
369,,1.600000e+308,
370,,1.600000e+308,
371,,1.600000e+308,
372,,1.600000e+308,
373,,1.600000e+308,
374,,1.600000e+308,
375,,1.600000e+308,
376,,1.600000e+308,
377,,1.600000e+308,
378,,1.600000e+308,
379,,1.600000e+308,
380,,1.600000e+308,
381,,1.600000e+308,
382,,1.600000e+308,
383,,1.600000e+308,
384,,1.600000e+308,
385,,1.600000e+308,
386,,1.600000e+308,
387,,1.600000e+308,
388,,1.600000e+308,
389,,1.600000e+308,
390,,1.600000e+308,
391,,1.600000e+308,
392,,1.600000e+308,
393,,1.600000e+308,
394,,1.600000e+308,
395,,1.600000e+308,
396,,1.600000e+308,
397,,1.600000e+308,
398,,1.600000e+308,
399,,1.600000e+308,
400,,1.600000e+308,
401,,1.600000e+308,
402,,1.600000e+308,
403,,1.600000e+308,
404,,1.600000e+308,
405,,1.600000e+308,
406,,1.600000e+308,
407,,1.600000e+308,
408,,1.600000e+308,
409,,1.600000e+308,
410,,1.600000e+308,
411,,1.600000e+308,
412,,1.600000e+308,
413,,1.600000e+308,
414,,1.600000e+308,
415,,1.600000e+308,
416,,1.600000e+308,
417,,1.600000e+308,
418,,1.600000e+308,
419,,1.600000e+308,
420,,1.600000e+308,
421,,1.600000e+308,
422,,1.600000e+308,
423,,1.600000e+308,
424,,1.600000e+308,
425,,1.600000e+308,
426,,1.600000e+308,
427,,1.600000e+308,
428,,1.600000e+308,
429,,1.600000e+308,
430,,1.600000e+308,
431,,1.600000e+308,
432,,1.600000e+308,
433,,1.600000e+308,
434,,1.600000e+308,
435,,1.600000e+308,
436,,nan,
437,,nan,
438,,nan,
439,,nan,
440,,nan,
441,,nan,
442,,nan,
443,,nan,
444,,nan,
445,,nan,
446,,nan,
447,,nan,
448,,nan,
449,,nan,
450,,nan,
451,,nan,
452,,nan,
453,,nan,
454,,nan,
455,,nan,
456,,nan,
457,,nan,
458,,nan,
459,,nan,
460,,nan,
461,,nan,
462,,nan,
463,,nan,
464,,nan,
465,,nan,
466,,nan,
467,,nan,
468,,nan,
469,,nan,
470,,nan,
471,,nan,
472,,nan,
473,,nan,
474,,nan,
475,,nan,
476,,nan,
477,,nan,
478,,nan,
479,,nan,
480,,nan,
481,,nan,
482,,nan,
483,,nan,
484,,nan,
485,,nan,
486,,nan,
487,,nan,
488,,nan,
489,,nan,
490,,nan,
491,,nan,
492,,nan,
493,,nan,
494,,nan,
495,,nan,
496,,nan,
497,,nan,
498,,nan,
499,,nan,
500,,nan,
501,,nan,
502,,nan,
503,,nan,
504,,nan,
505,,nan,
506,,nan,
507,,nan,
508,,nan,
509,,nan,
510,,nan,
511,,nan,
512,,nan,
513,,nan,
514,,nan,
515,,nan,
516,,nan,
517,,nan,
518,,nan,
519,,nan,
520,,nan,
521,,nan,
522,,nan,
523,,nan,
524,,nan,
525,,nan,
526,,nan,
527,,nan,
528,,nan,
529,,nan,
530,,nan,
531,,nan,
532,,nan,
533,,nan,
534,,nan,
535,,nan,
536,,nan,
537,,nan,
538,,nan,
539,,nan,
540,,nan,
541,,nan,
542,,nan,
543,,nan,
544,,nan,
545,,nan,
546,,nan,
547,,nan,
548,,nan,
549,,nan,
550,,nan,
551,,nan,
552,,nan,
553,,nan,
554,,nan,
555,,nan,
556,,nan,
557,,nan,
558,,nan,
559,,nan,
560,,nan,
561,,nan,
562,,nan,
563,,nan,
564,,nan,
565,,nan,
566,,nan,
567,,nan,
568,,nan,
569,,nan,
570,,nan,
571,,nan,
572,,nan,
573,,nan,
574,,nan,
575,,nan,
576,,nan,
577,,nan,
578,,nan,
579,,nan,
580,,nan,
581,,nan,
582,,nan,
583,,nan,
584,,nan,
585,,nan,
586,,nan,
587,,nan,
588,,nan,
589,,nan,
590,,nan,
591,,nan,
592,,nan,
593,,nan,
594,,nan,
595,,nan,
596,,nan,
597,,nan,
598,,nan,
599,,nan,
600,,nan,
601,,nan,
602,,nan,
603,,nan,
604,,nan,
605,,nan,
606,,nan,
607,,nan,
608,,nan,
609,,nan,
610,,nan,
611,,nan,
612,,nan,
613,,nan,
614,,nan,
615,,nan,
616,,nan,
617,,nan,
618,,nan,
619,,nan,
620,,nan,
621,,nan,
622,,nan,
623,,nan,
624,,nan,
625,,nan,
626,,nan,
627,,nan,
628,,nan,
629,,nan,
630,,nan,
631,,nan,
632,,nan,
633,,nan,
634,,nan,
635,,nan,
636,,nan,
637,,nan,
638,,nan,
639,,nan,
640,,nan,
641,,nan,
642,,nan,
643,,nan,
644,,nan,
645,,nan,
646,,nan,
647,,nan,
648,,nan,
649,,nan,
650,,nan,
651,,nan,
652,,nan,
653,,nan,
654,,nan,
655,,nan,
656,,nan,
657,,nan,
658,,nan,
659,,nan,
660,,nan,
661,,nan,
662,,nan,
663,,nan,
664,,nan,
665,,nan,
666,,nan,
667,,nan,
668,,nan,
669,,nan,
670,,nan,
671,,nan,
672,,nan,
673,,nan,
674,,nan,
675,,nan,
676,,nan,
677,,nan,
678,,nan,
679,,nan,
680,,nan,
681,,nan,
682,,nan,
683,,nan,
684,,nan,
685,,nan,
686,,nan,
687,,nan,
688,,nan,
689,,nan,
690,,nan,
691,,nan,
692,,nan,
693,,nan,
694,,nan,
695,,nan,
696,,nan,
697,,nan,
698,,nan,
699,,nan,
700,,nan,
701,,nan,
702,,nan,
703,,nan,
704,,nan,
705,,nan,
706,,nan,
707,,nan,
708,,nan,
709,,nan,
710,,nan,
711,,nan,
712,,nan,
713,,nan,
714,,nan,
715,,nan,
716,,nan,
717,,nan,
718,,nan,
719,,nan,
720,,nan,
721,,nan,
722,,nan,
723,,nan,
724,,nan,
725,,nan,
726,,nan,
727,,nan,
728,,nan,
729,,nan,
730,,nan,
731,,nan,
732,,nan,
733,,nan,
734,,nan,
735,,nan,
736,,nan,
737,,nan,
738,,nan,
739,,nan,
740,,nan,
741,,nan,
742,,nan,
743,,nan,
744,,nan,
745,,nan,
746,,nan,
747,,nan,
748,,nan,
749,,nan,
750,,nan,
751,,nan,
752,,nan,
753,,nan,
754,,nan,
755,,nan,
756,,nan,
757,,nan,
758,,nan,
759,,nan,
760,,nan,
761,,nan,
762,,nan,
763,,nan,
764,,nan,
765,,nan,
766,,nan,
767,,nan,
768,,nan,
769,,nan,
770,,nan,
771,,nan,
772,,nan,
773,,nan,
774,,nan,
775,,nan,
776,,nan,
777,,nan,
778,,nan,
779,,nan,
780,,nan,
781,,nan,
782,,nan,
783,,nan,
784,,nan,
785,,nan,
786,,nan,
787,,nan,
788,,nan,
789,,nan,
790,,nan,
791,,nan,
792,,nan,
793,,nan,
794,,nan,
795,,nan,
796,,nan,
797,,nan,
798,,nan,
799,,nan,
800,,nan,
801,,nan,
802,,nan,
803,,nan,
804,,nan,
805,,nan,
806,,nan,
807,,nan,
808,,nan,
809,,nan,
810,,nan,
811,,nan,
812,,nan,
813,,nan,
814,,nan,
815,,nan,
816,,nan,
817,,nan,
818,,nan,
819,,nan,
820,,nan,
821,,nan,
822,,nan,
823,,nan,
824,,nan,
825,,nan,
826,,nan,
827,,nan,
828,,nan,
829,,nan,
830,,nan,
831,,nan,
832,,nan,
833,,nan,
834,,nan,
835,,nan,
836,,nan,
837,,nan,
838,,nan,
839,,nan,
840,,nan,
841,,nan,
842,,nan,
843,,nan,
844,,nan,
845,,nan,
