in s,C1 in V
3.92480000E-02,-2.42559E+00
3.92480096E-02,-2.45488E+00
3.92480192E-02,-2.43535E+00
3.92480288E-02,-2.44512E+00
3.92480384E-02,-2.44512E+00
3.92480480E-02,-2.47441E+00
3.92480576E-02,-2.50371E+00
3.92480672E-02,-2.47441E+00
3.92480768E-02,-2.50371E+00
3.92480864E-02,-2.43535E+00
3.92480960E-02,-2.48418E+00
3.92481056E-02,-2.43535E+00
3.92481152E-02,-2.45488E+00
3.92481248E-02,-2.45488E+00
3.92481344E-02,-2.48418E+00
3.92481440E-02,-2.48418E+00
3.92481536E-02,-2.46465E+00
3.92481632E-02,-2.46465E+00
3.92481728E-02,-2.43535E+00
3.92481824E-02,-2.47441E+00
3.92481920E-02,-2.44512E+00
3.92482016E-02,-2.48418E+00
3.92482112E-02,-2.45488E+00
3.92482208E-02,-2.43535E+00
3.92482304E-02,-2.44512E+00
3.92482400E-02,-2.48418E+00
3.92482496E-02,-2.45488E+00
3.92482592E-02,-2.50371E+00
3.92482688E-02,-2.48418E+00
3.92482784E-02,-2.44512E+00
3.92482880E-02,-2.44512E+00
3.92482976E-02,-2.48418E+00
3.92483072E-02,-2.49395E+00
3.92483168E-02,-2.45488E+00
3.92483264E-02,-2.45488E+00
3.92483360E-02,-2.42559E+00
3.92483456E-02,-2.40605E+00
3.92483552E-02,-2.48418E+00
3.92483648E-02,-2.49395E+00
3.92483744E-02,-2.48418E+00
3.92483840E-02,-2.47441E+00
3.92483936E-02,-2.48418E+00
3.92484032E-02,-2.44512E+00
3.92484128E-02,-2.46465E+00
3.92484224E-02,-2.49395E+00
3.92484320E-02,-2.44512E+00
3.92484416E-02,-2.45488E+00
3.92484512E-02,-2.47441E+00
3.92484608E-02,-2.48418E+00
3.92484704E-02,-2.45488E+00
3.92484800E-02,-2.44512E+00
3.92484896E-02,-2.44512E+00
3.92484992E-02,-2.47441E+00
3.92485088E-02,-2.44512E+00
3.92485184E-02,-2.46465E+00
3.92485280E-02,-2.45488E+00
3.92485376E-02,-2.51348E+00
3.92485472E-02,-2.48418E+00
3.92485568E-02,-2.46465E+00
3.92485664E-02,-2.45488E+00
3.92485760E-02,-2.45488E+00
3.92485856E-02,-2.45488E+00
3.92485952E-02,-2.46465E+00
3.92486048E-02,-2.42559E+00
3.92486144E-02,-2.49395E+00
3.92486240E-02,-2.47441E+00
3.92486336E-02,-2.46465E+00
3.92486432E-02,-2.44512E+00
3.92486528E-02,-2.46465E+00
3.92486624E-02,-2.46465E+00
3.92486720E-02,-2.51348E+00
3.92486816E-02,-2.46465E+00
3.92486912E-02,-2.50371E+00
3.92487008E-02,-2.45488E+00
3.92487104E-02,-2.44512E+00
3.92487200E-02,-2.45488E+00
3.92487296E-02,-2.44512E+00
3.92487392E-02,-2.45488E+00
3.92487488E-02,-2.48418E+00
3.92487584E-02,-2.45488E+00
3.92487680E-02,-2.47441E+00
3.92487776E-02,-2.43535E+00
3.92487872E-02,-2.44512E+00
3.92487968E-02,-2.44512E+00
3.92488064E-02,-2.45488E+00
3.92488160E-02,-2.46465E+00
3.92488256E-02,-2.48418E+00
3.92488352E-02,-2.44512E+00
3.92488448E-02,-2.45488E+00
3.92488544E-02,-2.44512E+00
3.92488640E-02,-2.46465E+00
3.92488736E-02,-2.45488E+00
3.92488832E-02,-2.47441E+00
3.92488928E-02,-2.45488E+00
3.92489024E-02,-2.42559E+00
3.92489120E-02,-2.45488E+00
3.92489216E-02,-2.48418E+00
3.92489312E-02,-2.42559E+00
3.92489408E-02,-2.41582E+00
3.92489504E-02,-2.44512E+00
3.92489600E-02,-2.46465E+00
3.92489696E-02,-2.44512E+00
3.92489792E-02,-2.47441E+00
3.92489888E-02,-2.47441E+00
3.92489984E-02,-2.48418E+00
3.92490080E-02,-2.45488E+00
3.92490176E-02,-2.41582E+00
3.92490272E-02,-2.41582E+00
3.92490368E-02,-2.48418E+00
3.92490464E-02,-2.41582E+00
3.92490560E-02,-2.45488E+00
3.92490656E-02,-2.44512E+00
3.92490752E-02,-2.45488E+00
3.92490848E-02,-2.48418E+00
3.92490944E-02,-2.42559E+00
3.92491040E-02,-2.44512E+00
3.92491136E-02,-2.45488E+00
