in s,C1 in V,C2 in V
3.731840E-05,1.21729E+00,1.21240E+00
3.732000E-05,1.22705E+00,1.21240E+00
3.732160E-05,1.21240E+00,1.21729E+00
3.732320E-05,1.20752E+00,1.20264E+00
3.732480E-05,1.23193E+00,1.22217E+00
3.732640E-05,1.21240E+00,1.22705E+00
3.732800E-05,1.24170E+00,1.19775E+00
3.732960E-05,1.21729E+00,1.19287E+00
3.733120E-05,1.22217E+00,1.22217E+00
3.733280E-05,1.21729E+00,1.20752E+00
3.733440E-05,1.23193E+00,1.21240E+00
3.733600E-05,1.21240E+00,1.22217E+00
3.733760E-05,1.23193E+00,1.22217E+00
3.733920E-05,1.22705E+00,1.20752E+00
3.734080E-05,1.22705E+00,1.23193E+00
3.734240E-05,1.22705E+00,1.21240E+00
3.734400E-05,1.22217E+00,1.22705E+00
3.734560E-05,1.22217E+00,1.22217E+00
3.734720E-05,1.21240E+00,1.23193E+00
3.734880E-05,1.22217E+00,1.18311E+00
3.735040E-05,1.22217E+00,1.22217E+00
3.735200E-05,1.23193E+00,1.21729E+00
3.735360E-05,1.24170E+00,1.22217E+00
3.735520E-05,1.23193E+00,1.19287E+00
3.735680E-05,1.23193E+00,1.22217E+00
3.735840E-05,1.22705E+00,1.22217E+00
3.736000E-05,1.24170E+00,1.23193E+00
3.736160E-05,1.21729E+00,1.21240E+00
3.736320E-05,1.24170E+00,1.22705E+00
3.736480E-05,1.24170E+00,1.20752E+00
3.736640E-05,1.22705E+00,1.22705E+00
3.736800E-05,1.22705E+00,1.20752E+00
3.736960E-05,1.22217E+00,1.22217E+00
3.737120E-05,1.23682E+00,1.22705E+00
3.737280E-05,1.22705E+00,1.23682E+00
3.737440E-05,1.21729E+00,1.22217E+00
3.737600E-05,1.22705E+00,1.22705E+00
3.737760E-05,1.24658E+00,1.22217E+00
3.737920E-05,1.22705E+00,1.23193E+00
3.738080E-05,1.21729E+00,1.21729E+00
3.738240E-05,1.23682E+00,1.21729E+00
3.738400E-05,1.22705E+00,1.23193E+00
3.738560E-05,1.21729E+00,1.23193E+00
3.738720E-05,1.24170E+00,1.19775E+00
3.738880E-05,1.23682E+00,1.23193E+00
3.739040E-05,1.24658E+00,1.23682E+00
3.739200E-05,1.23682E+00,1.22705E+00
3.739360E-05,1.22217E+00,1.22217E+00
3.739520E-05,1.23682E+00,1.22705E+00
3.739680E-05,1.23682E+00,1.21729E+00
3.739840E-05,1.24658E+00,1.21729E+00
3.740000E-05,1.23682E+00,1.21240E+00
3.740160E-05,1.22217E+00,1.21729E+00
3.740320E-05,1.24658E+00,1.21729E+00
3.740480E-05,1.24170E+00,1.24170E+00
3.740640E-05,1.21729E+00,1.21729E+00
3.740800E-05,1.22705E+00,1.22217E+00
3.740960E-05,1.22705E+00,1.23193E+00
3.741120E-05,1.23682E+00,1.23193E+00
3.741280E-05,1.23682E+00,1.20264E+00
3.741440E-05,1.23193E+00,1.22705E+00
3.741600E-05,1.23193E+00,1.22705E+00
3.741760E-05,1.22705E+00,1.23193E+00
3.741920E-05,1.24170E+00,1.22217E+00
3.742080E-05,1.22705E+00,1.23193E+00
3.742240E-05,1.23682E+00,1.23193E+00
3.742400E-05,1.23682E+00,1.24658E+00
3.742560E-05,1.23193E+00,1.23193E+00
3.742720E-05,1.23682E+00,1.23193E+00
3.742880E-05,1.24170E+00,1.25635E+00
3.743040E-05,1.22705E+00,1.24170E+00
3.743200E-05,1.23193E+00,1.20264E+00
3.743360E-05,1.24170E+00,1.22705E+00
3.743520E-05,1.23682E+00,1.24658E+00
3.743680E-05,1.23682E+00,1.24658E+00
3.743840E-05,1.23682E+00,1.21729E+00
3.744000E-05,1.24170E+00,1.22217E+00
3.744160E-05,1.23193E+00,1.24170E+00
3.744320E-05,1.22705E+00,1.24170E+00
3.744480E-05,1.23682E+00,1.23682E+00
3.744640E-05,1.24658E+00,1.24658E+00
3.744800E-05,1.24170E+00,1.24658E+00
3.744960E-05,1.25146E+00,1.24658E+00
3.745120E-05,1.22705E+00,1.20752E+00
3.745280E-05,1.24170E+00,1.24658E+00
3.745440E-05,1.24170E+00,1.23682E+00
3.745600E-05,1.24658E+00,1.22217E+00
3.745760E-05,1.23193E+00,1.22217E+00
3.745920E-05,1.25635E+00,1.24658E+00
3.746080E-05,1.26123E+00,1.23682E+00
3.746240E-05,1.24170E+00,1.24658E+00
3.746400E-05,1.25146E+00,1.22217E+00
3.746560E-05,1.25146E+00,1.25146E+00
3.746720E-05,1.25146E+00,1.23682E+00
3.746880E-05,1.24658E+00,1.25146E+00
3.747040E-05,1.26123E+00,1.21729E+00
3.747200E-05,1.24658E+00,1.23193E+00
3.747360E-05,1.23193E+00,1.23193E+00
3.747520E-05,1.25635E+00,1.23193E+00
3.747680E-05,1.23193E+00,1.22705E+00
3.747840E-05,1.25635E+00,1.23682E+00
3.748000E-05,1.25146E+00,1.23682E+00
3.748160E-05,1.24170E+00,1.24170E+00
3.748320E-05,1.23193E+00,1.23193E+00
3.748480E-05,1.25635E+00,1.25635E+00
3.748640E-05,1.25146E+00,1.23682E+00
3.748800E-05,1.25146E+00,1.24170E+00
3.748960E-05,1.24658E+00,1.23193E+00
3.749120E-05,1.24658E+00,1.24170E+00
3.749280E-05,1.24658E+00,1.24658E+00
3.749440E-05,1.26611E+00,1.24170E+00
3.749600E-05,1.26123E+00,1.24170E+00
3.749760E-05,1.25146E+00,1.25146E+00
3.749920E-05,1.24170E+00,1.24658E+00
3.750080E-05,1.25146E+00,1.24170E+00
3.750240E-05,1.22705E+00,1.23682E+00
3.750400E-05,1.26123E+00,1.24658E+00
3.750560E-05,1.26611E+00,1.24658E+00
3.750720E-05,1.24170E+00,1.24658E+00
3.750880E-05,1.23193E+00,1.24170E+00
3.751040E-05,1.25635E+00,1.24170E+00
3.751200E-05,1.23682E+00,1.24170E+00
3.751360E-05,1.24658E+00,1.25635E+00
3.751520E-05,1.23193E+00,1.23682E+00
3.751680E-05,1.24170E+00,1.25635E+00
3.751840E-05,1.26123E+00,1.25146E+00
3.752000E-05,1.25146E+00,1.25146E+00
3.752160E-05,1.24658E+00,1.23682E+00
3.752320E-05,1.25146E+00,1.25635E+00
3.752480E-05,1.26611E+00,1.24658E+00
3.752640E-05,1.25146E+00,1.25146E+00
3.752800E-05,1.26123E+00,1.24170E+00
3.752960E-05,1.25146E+00,1.24658E+00
3.753120E-05,1.24170E+00,1.26611E+00
3.753280E-05,1.26611E+00,1.25635E+00
3.753440E-05,1.23682E+00,1.23193E+00
3.753600E-05,1.27100E+00,1.24658E+00
3.753760E-05,1.26611E+00,1.25146E+00
3.753920E-05,1.25146E+00,1.25635E+00
3.754080E-05,1.25635E+00,1.23682E+00
3.754240E-05,1.26611E+00,1.24170E+00
3.754400E-05,1.26611E+00,1.24170E+00
3.754560E-05,1.25146E+00,1.24658E+00
3.754720E-05,1.26611E+00,1.24658E+00
3.754880E-05,1.25146E+00,1.25146E+00
3.755040E-05,1.25635E+00,1.25635E+00
3.755200E-05,1.27100E+00,1.24170E+00
3.755360E-05,1.26611E+00,1.23193E+00
3.755520E-05,1.25146E+00,1.25635E+00
3.755680E-05,1.26123E+00,1.26611E+00
3.755840E-05,1.25635E+00,1.25146E+00
3.756000E-05,1.27588E+00,1.24658E+00
3.756160E-05,1.26123E+00,1.23682E+00
3.756320E-05,1.26123E+00,1.25146E+00
3.756480E-05,1.27588E+00,1.26123E+00
3.756640E-05,1.26123E+00,1.23682E+00
3.756800E-05,1.24658E+00,1.25146E+00
3.756960E-05,1.27588E+00,1.26611E+00
3.757120E-05,1.27100E+00,1.26611E+00
3.757280E-05,1.26611E+00,1.24658E+00
3.757440E-05,1.27588E+00,1.25635E+00
3.757600E-05,1.25635E+00,1.26611E+00
3.757760E-05,1.26611E+00,1.26611E+00
3.757920E-05,1.23682E+00,1.25635E+00
3.758080E-05,1.27588E+00,1.24658E+00
3.758240E-05,1.27100E+00,1.27100E+00
3.758400E-05,1.26611E+00,1.26611E+00
3.758560E-05,1.26611E+00,1.25146E+00
3.758720E-05,1.26123E+00,1.26123E+00
3.758880E-05,1.25635E+00,1.24658E+00
3.759040E-05,1.26611E+00,1.26611E+00
3.759200E-05,1.26123E+00,1.24658E+00
3.759360E-05,1.26611E+00,1.25635E+00
3.759520E-05,1.27100E+00,1.27100E+00
3.759680E-05,1.27100E+00,1.26611E+00
3.759840E-05,1.25635E+00,1.24658E+00
3.760000E-05,1.25635E+00,1.25635E+00
3.760160E-05,1.24658E+00,1.24658E+00
3.760320E-05,1.26123E+00,1.26611E+00
3.760480E-05,1.27588E+00,1.24658E+00
3.760640E-05,1.27588E+00,1.26611E+00
3.760800E-05,1.27100E+00,1.27100E+00
3.760960E-05,1.26123E+00,1.26611E+00
3.761120E-05,1.27588E+00,1.26611E+00
3.761280E-05,1.27588E+00,1.24658E+00
3.761440E-05,1.26123E+00,1.25146E+00
3.761600E-05,1.26123E+00,1.26611E+00
3.761760E-05,1.26123E+00,1.24170E+00
3.761920E-05,1.27100E+00,1.25146E+00
3.762080E-05,1.26123E+00,1.26611E+00
3.762240E-05,1.27100E+00,1.28076E+00
3.762400E-05,1.25146E+00,1.25635E+00
3.762560E-05,1.26611E+00,1.26611E+00
3.762720E-05,1.26611E+00,1.27100E+00
3.762880E-05,1.27100E+00,1.28076E+00
3.763040E-05,1.27588E+00,1.26123E+00
3.763200E-05,1.28076E+00,1.27100E+00
3.763360E-05,1.26123E+00,1.26123E+00
3.763520E-05,1.27100E+00,1.28076E+00
3.763680E-05,1.27588E+00,1.26611E+00
3.763840E-05,1.25635E+00,1.25635E+00
3.764000E-05,1.27588E+00,1.25635E+00
3.764160E-05,1.26611E+00,1.28076E+00
3.764320E-05,1.26611E+00,1.26123E+00
3.764480E-05,1.28076E+00,1.26611E+00
3.764640E-05,1.27588E+00,1.27100E+00
3.764800E-05,1.28076E+00,1.27100E+00
3.764960E-05,1.28564E+00,1.24658E+00
3.765120E-05,1.28076E+00,1.25146E+00
3.765280E-05,1.26611E+00,1.26611E+00
3.765440E-05,1.28564E+00,1.26123E+00
3.765600E-05,1.27100E+00,1.27588E+00
3.765760E-05,1.27100E+00,1.27100E+00
3.765920E-05,1.27100E+00,1.29541E+00
3.766080E-05,1.27588E+00,1.27588E+00
3.766240E-05,1.27100E+00,1.24170E+00
3.766400E-05,1.28564E+00,1.27588E+00
3.766560E-05,1.27100E+00,1.28076E+00
3.766720E-05,1.28564E+00,1.27588E+00
3.766880E-05,1.26123E+00,1.26611E+00
3.767040E-05,1.27588E+00,1.26611E+00
3.767200E-05,1.29053E+00,1.26123E+00
3.767360E-05,1.29541E+00,1.27588E+00
3.767520E-05,1.29541E+00,1.24658E+00
3.767680E-05,1.27588E+00,1.27100E+00
3.767840E-05,1.28564E+00,1.29541E+00
3.768000E-05,1.28076E+00,1.29053E+00
3.768160E-05,1.27588E+00,1.26123E+00
3.768320E-05,1.28564E+00,1.28076E+00
3.768480E-05,1.27100E+00,1.28564E+00
3.768640E-05,1.29053E+00,1.30029E+00
3.768800E-05,1.27588E+00,1.27588E+00
3.768960E-05,1.29541E+00,1.27588E+00
3.769120E-05,1.28564E+00,1.26611E+00
3.769280E-05,1.28564E+00,1.28076E+00
3.769440E-05,1.27588E+00,1.27100E+00
3.769600E-05,1.30029E+00,1.28076E+00
3.769760E-05,1.29541E+00,1.27588E+00
3.769920E-05,1.29541E+00,1.29053E+00
3.770080E-05,1.28076E+00,1.27588E+00
3.770240E-05,1.29541E+00,1.28564E+00
3.770400E-05,1.29541E+00,1.26611E+00
3.770560E-05,1.29053E+00,1.29053E+00
3.770720E-05,1.29541E+00,1.27588E+00
3.770880E-05,1.27100E+00,1.27588E+00
3.771040E-05,1.28076E+00,1.28076E+00
3.771200E-05,1.30029E+00,1.29053E+00
3.771360E-05,1.27588E+00,1.27588E+00
3.771520E-05,1.26611E+00,1.28564E+00
3.771680E-05,1.27100E+00,1.29053E+00
3.771840E-05,1.30029E+00,1.29541E+00
3.772000E-05,1.29541E+00,1.27588E+00
3.772160E-05,1.29053E+00,1.28076E+00
3.772320E-05,1.29053E+00,1.27588E+00
3.772480E-05,1.29541E+00,1.29541E+00
3.772640E-05,1.29541E+00,1.28076E+00
3.772800E-05,1.28564E+00,1.27100E+00
3.772960E-05,1.27100E+00,1.27100E+00
3.773120E-05,1.29541E+00,1.29053E+00
3.773280E-05,1.29053E+00,1.27588E+00
3.773440E-05,1.28076E+00,1.28076E+00
3.773600E-05,1.27588E+00,1.29541E+00
3.773760E-05,1.30029E+00,1.29053E+00
3.773920E-05,1.28564E+00,1.25635E+00
3.774080E-05,1.27100E+00,1.28076E+00
3.774240E-05,1.30029E+00,1.30029E+00
3.774400E-05,1.30029E+00,1.28076E+00
3.774560E-05,1.30029E+00,1.27100E+00
3.774720E-05,1.28564E+00,1.29053E+00
3.774880E-05,1.28564E+00,1.27588E+00
3.775040E-05,1.29541E+00,1.27588E+00
3.775200E-05,1.29541E+00,1.26611E+00
3.775360E-05,1.29541E+00,1.28076E+00
3.775520E-05,1.28564E+00,1.30029E+00
3.775680E-05,1.29053E+00,1.30029E+00
3.775840E-05,1.28076E+00,1.27100E+00
3.776000E-05,1.27588E+00,1.28076E+00
3.776160E-05,1.28076E+00,1.27100E+00
3.776320E-05,1.29053E+00,1.28076E+00
3.776480E-05,1.30029E+00,1.27100E+00
3.776640E-05,1.29053E+00,1.28564E+00
3.776800E-05,1.30029E+00,1.28564E+00
3.776960E-05,1.30518E+00,1.30029E+00
3.777120E-05,1.30029E+00,1.28076E+00
3.777280E-05,1.30029E+00,1.27588E+00
3.777440E-05,1.30029E+00,1.28076E+00
3.777600E-05,1.28564E+00,1.29541E+00
3.777760E-05,1.30029E+00,1.28076E+00
3.777920E-05,1.28076E+00,1.28564E+00
3.778080E-05,1.31006E+00,1.30518E+00
3.778240E-05,1.29053E+00,1.30029E+00
3.778400E-05,1.28564E+00,1.27100E+00
3.778560E-05,1.29053E+00,1.29541E+00
3.778720E-05,1.28564E+00,1.28564E+00
3.778880E-05,1.30029E+00,1.29053E+00
3.779040E-05,1.29053E+00,1.29541E+00
3.779200E-05,1.30029E+00,1.28564E+00
3.779360E-05,1.30029E+00,1.28076E+00
3.779520E-05,1.30029E+00,1.30518E+00
3.779680E-05,1.29541E+00,1.27588E+00
3.779840E-05,1.31006E+00,1.28564E+00
3.780000E-05,1.30029E+00,1.28076E+00
3.780160E-05,1.28564E+00,1.28564E+00
3.780320E-05,1.29541E+00,1.27588E+00
3.780480E-05,1.31494E+00,1.28076E+00
3.780640E-05,1.30518E+00,1.29541E+00
3.780800E-05,1.30518E+00,1.30518E+00
3.780960E-05,1.29053E+00,1.27588E+00
3.781120E-05,1.30029E+00,1.28076E+00
3.781280E-05,1.31494E+00,1.30029E+00
3.781440E-05,1.30518E+00,1.31494E+00
3.781600E-05,1.30029E+00,1.26611E+00
3.781760E-05,1.31982E+00,1.28564E+00
3.781920E-05,1.31006E+00,1.29541E+00
3.782080E-05,1.31006E+00,1.29541E+00
3.782240E-05,1.31006E+00,1.28076E+00
3.782400E-05,1.30518E+00,1.27100E+00
3.782560E-05,1.30518E+00,1.30029E+00
3.782720E-05,1.30029E+00,1.30518E+00
3.782880E-05,1.29541E+00,1.28564E+00
3.783040E-05,1.30029E+00,1.29541E+00
3.783200E-05,1.31006E+00,1.29053E+00
3.783360E-05,1.31006E+00,1.30029E+00
3.783520E-05,1.30518E+00,1.28076E+00
3.783680E-05,1.31494E+00,1.28564E+00
3.783840E-05,1.29541E+00,1.30518E+00
3.784000E-05,1.31982E+00,1.30029E+00
3.784160E-05,1.30518E+00,1.28564E+00
3.784320E-05,1.31006E+00,1.30518E+00
3.784480E-05,1.32471E+00,1.30518E+00
3.784640E-05,1.31494E+00,1.30518E+00
3.784800E-05,1.30518E+00,1.27100E+00
3.784960E-05,1.30518E+00,1.30029E+00
3.785120E-05,1.31494E+00,1.30029E+00
3.785280E-05,1.32471E+00,1.30518E+00
3.785440E-05,1.31494E+00,1.29053E+00
3.785600E-05,1.31494E+00,1.29053E+00
3.785760E-05,1.32959E+00,1.30029E+00
3.785920E-05,1.30518E+00,1.31006E+00
3.786080E-05,1.31006E+00,1.31006E+00
3.786240E-05,1.31494E+00,1.28564E+00
3.786400E-05,1.31982E+00,1.30029E+00
3.786560E-05,1.31494E+00,1.31982E+00
3.786720E-05,1.29053E+00,1.29053E+00
3.786880E-05,1.31982E+00,1.30029E+00
3.787040E-05,1.32471E+00,1.30029E+00
3.787200E-05,1.31982E+00,1.31006E+00
3.787360E-05,1.31982E+00,1.27100E+00
3.787520E-05,1.31494E+00,1.27588E+00
3.787680E-05,1.31982E+00,1.31006E+00
3.787840E-05,1.31494E+00,1.29053E+00
3.788000E-05,1.30518E+00,1.28564E+00
3.788160E-05,1.31982E+00,1.30518E+00
3.788320E-05,1.31006E+00,1.30518E+00
3.788480E-05,1.32471E+00,1.31494E+00
3.788640E-05,1.30518E+00,1.29541E+00
3.788800E-05,1.31982E+00,1.30518E+00
3.788960E-05,1.32959E+00,1.30518E+00
3.789120E-05,1.32959E+00,1.32959E+00
3.789280E-05,1.31494E+00,1.31006E+00
3.789440E-05,1.31494E+00,1.31494E+00
3.789600E-05,1.32471E+00,1.30518E+00
3.789760E-05,1.33447E+00,1.33936E+00
3.789920E-05,1.31006E+00,1.31982E+00
3.790080E-05,1.31494E+00,1.31006E+00
3.790240E-05,1.32471E+00,1.32959E+00
3.790400E-05,1.32959E+00,1.31006E+00
3.790560E-05,1.30518E+00,1.30029E+00
3.790720E-05,1.31982E+00,1.32471E+00
3.790880E-05,1.31982E+00,1.30518E+00
3.791040E-05,1.32471E+00,1.31494E+00
3.791200E-05,1.31982E+00,1.29053E+00
3.791360E-05,1.31982E+00,1.30518E+00
3.791520E-05,1.32959E+00,1.30518E+00
3.791680E-05,1.32471E+00,1.33447E+00
3.791840E-05,1.30029E+00,1.30518E+00
3.792000E-05,1.32959E+00,1.32471E+00
3.792160E-05,1.33936E+00,1.32959E+00
3.792320E-05,1.33936E+00,1.30518E+00
3.792480E-05,1.31006E+00,1.30029E+00
3.792640E-05,1.31006E+00,1.31494E+00
3.792800E-05,1.32471E+00,1.31982E+00
3.792960E-05,1.31494E+00,1.33447E+00
3.793120E-05,1.33447E+00,1.31494E+00
3.793280E-05,1.32959E+00,1.30029E+00
3.793440E-05,1.32471E+00,1.30518E+00
3.793600E-05,1.31006E+00,1.32959E+00
3.793760E-05,1.31006E+00,1.31006E+00
3.793920E-05,1.32959E+00,1.31982E+00
3.794080E-05,1.31006E+00,1.32471E+00
3.794240E-05,1.33447E+00,1.31982E+00
3.794400E-05,1.32471E+00,1.31006E+00
3.794560E-05,1.32959E+00,1.30518E+00
3.794720E-05,1.32471E+00,1.32471E+00
3.794880E-05,1.31982E+00,1.33936E+00
3.795040E-05,1.31006E+00,1.31006E+00
3.795200E-05,1.31982E+00,1.31982E+00
3.795360E-05,1.31006E+00,1.30518E+00
3.795520E-05,1.33936E+00,1.31982E+00
3.795680E-05,1.31982E+00,1.31982E+00
3.795840E-05,1.32471E+00,1.32959E+00
3.796000E-05,1.33936E+00,1.31982E+00
3.796160E-05,1.33447E+00,1.32959E+00
3.796320E-05,1.32959E+00,1.30518E+00
3.796480E-05,1.32471E+00,1.33447E+00
3.796640E-05,1.32959E+00,1.31006E+00
3.796800E-05,1.33936E+00,1.32959E+00
3.796960E-05,1.32959E+00,1.31982E+00
3.797120E-05,1.32471E+00,1.31982E+00
3.797280E-05,1.33447E+00,1.31982E+00
3.797440E-05,1.34912E+00,1.31982E+00
3.797600E-05,1.32471E+00,1.29541E+00
3.797760E-05,1.32471E+00,1.33447E+00
3.797920E-05,1.34424E+00,1.31494E+00
3.798080E-05,1.32959E+00,1.31982E+00
3.798240E-05,1.33447E+00,1.31494E+00
3.798400E-05,1.33447E+00,1.31982E+00
3.798560E-05,1.31982E+00,1.32471E+00
3.798720E-05,1.32471E+00,1.33447E+00
3.798880E-05,1.31006E+00,1.30518E+00
3.799040E-05,1.34424E+00,1.31982E+00
3.799200E-05,1.33936E+00,1.33447E+00
3.799360E-05,1.33936E+00,1.32959E+00
3.799520E-05,1.31494E+00,1.31494E+00
3.799680E-05,1.31982E+00,1.32471E+00
3.799840E-05,1.32959E+00,1.31982E+00
3.800000E-05,1.32471E+00,1.32959E+00
3.800160E-05,1.33447E+00,1.32959E+00
3.800320E-05,1.32959E+00,1.33936E+00
3.800480E-05,1.33447E+00,1.31982E+00
3.800640E-05,1.35400E+00,1.33447E+00
3.800800E-05,1.31982E+00,1.31006E+00
3.800960E-05,1.33447E+00,1.31982E+00
3.801120E-05,1.34424E+00,1.33447E+00
3.801280E-05,1.33936E+00,1.33447E+00
3.801440E-05,1.33936E+00,1.33447E+00
3.801600E-05,1.34424E+00,1.32959E+00
3.801760E-05,1.33447E+00,1.32471E+00
3.801920E-05,1.34912E+00,1.33936E+00
3.802080E-05,1.33936E+00,1.31982E+00
3.802240E-05,1.32471E+00,1.32471E+00
3.802400E-05,1.33447E+00,1.32959E+00
3.802560E-05,1.33447E+00,1.33447E+00
3.802720E-05,1.32959E+00,1.31494E+00
3.802880E-05,1.33936E+00,1.33447E+00
3.803040E-05,1.34424E+00,1.33447E+00
3.803200E-05,1.33936E+00,1.34424E+00
3.803360E-05,1.34424E+00,1.33447E+00
3.803520E-05,1.34912E+00,1.31982E+00
3.803680E-05,1.34912E+00,1.33447E+00
3.803840E-05,1.34912E+00,1.33936E+00
3.804000E-05,1.34912E+00,1.32959E+00
3.804160E-05,1.33447E+00,1.32471E+00
3.804320E-05,1.35400E+00,1.32959E+00
3.804480E-05,1.35400E+00,1.33936E+00
3.804640E-05,1.34424E+00,1.32471E+00
3.804800E-05,1.32959E+00,1.31982E+00
3.804960E-05,1.34424E+00,1.35400E+00
3.805120E-05,1.35400E+00,1.35889E+00
3.805280E-05,1.32959E+00,1.33447E+00
3.805440E-05,1.35400E+00,1.35400E+00
3.805600E-05,1.33936E+00,1.34424E+00
3.805760E-05,1.36865E+00,1.33936E+00
3.805920E-05,1.33936E+00,1.33447E+00
3.806080E-05,1.33447E+00,1.33447E+00
3.806240E-05,1.35400E+00,1.35400E+00
3.806400E-05,1.34912E+00,1.34424E+00
3.806560E-05,1.34912E+00,1.33447E+00
3.806720E-05,1.33447E+00,1.33936E+00
3.806880E-05,1.34912E+00,1.35400E+00
3.807040E-05,1.34912E+00,1.34424E+00
3.807200E-05,1.36865E+00,1.33447E+00
3.807360E-05,1.33447E+00,1.34424E+00
3.807520E-05,1.35400E+00,1.34912E+00
3.807680E-05,1.34912E+00,1.34912E+00
3.807840E-05,1.34912E+00,1.32959E+00
3.808000E-05,1.31982E+00,1.34912E+00
3.808160E-05,1.34424E+00,1.34424E+00
3.808320E-05,1.34912E+00,1.35400E+00
3.808480E-05,1.32959E+00,1.31982E+00
3.808640E-05,1.34424E+00,1.33936E+00
3.808800E-05,1.34912E+00,1.33447E+00
3.808960E-05,1.35889E+00,1.33936E+00
3.809120E-05,1.32471E+00,1.33936E+00
3.809280E-05,1.37354E+00,1.33447E+00
3.809440E-05,1.35889E+00,1.35400E+00
3.809600E-05,1.35889E+00,1.35400E+00
3.809760E-05,1.32471E+00,1.33447E+00
3.809920E-05,1.34424E+00,1.33447E+00
3.810080E-05,1.35889E+00,1.33936E+00
3.810240E-05,1.35400E+00,1.35400E+00
3.810400E-05,1.35400E+00,1.33447E+00
3.810560E-05,1.33936E+00,1.34424E+00
3.810720E-05,1.35889E+00,1.35889E+00
3.810880E-05,1.35400E+00,1.35889E+00
3.811040E-05,1.34912E+00,1.33936E+00
3.811200E-05,1.36865E+00,1.35400E+00
3.811360E-05,1.34424E+00,1.33936E+00
3.811520E-05,1.37842E+00,1.33936E+00
3.811680E-05,1.33936E+00,1.33447E+00
3.811840E-05,1.36377E+00,1.36377E+00
3.812000E-05,1.35889E+00,1.35889E+00
3.812160E-05,1.35400E+00,1.36865E+00
3.812320E-05,1.35889E+00,1.33936E+00
3.812480E-05,1.34424E+00,1.34424E+00
3.812640E-05,1.36865E+00,1.32471E+00
3.812800E-05,1.35889E+00,1.35400E+00
3.812960E-05,1.33936E+00,1.33447E+00
