1.0983E+02, -0.0000E+00
2.8249E-01, 1.4728E+00
9.6962E-02, 1.8661E+00
8.0052E-02, 1.1991E+00
1.1215E+00, -6.4634E-01
2.6434E-02, 9.2153E-01
8.5878E-03, 1.2746E+00
8.8396E-03, 2.5886E-01
1.8429E-02, 2.8913E-02
1.3409E-02, -6.7711E-01
9.6673E-03, 1.9865E+00
8.8311E-03, -5.6321E-01
5.3756E-03, -2.5186E+00
1.1979E-02, -1.1945E+00
1.1518E-02, -1.7059E-01
5.6797E-03, -2.2119E+00
3.9088E-03, 3.0999E+00
1.2800E-02, 1.6877E+00
4.9741E-03, 1.9964E+00
1.2875E-02, 2.0675E+00
1.0605E-02, -2.2866E+00
7.5395E-03, 2.0065E+00
8.2171E-03, 3.0980E+00
5.7365E-03, -1.8932E+00
9.6337E-03, 2.4490E+00
6.0624E-03, 1.5733E+00
2.1121E-02, 1.4523E+00
1.2274E-02, 1.4179E+00
5.5564E-03, 2.1270E+00
5.9976E-03, 1.2630E+00
9.9854E-03, 1.0271E+00
4.5078E-03, 2.0701E+00
8.8785E-03, 1.8896E+00
3.3396E-04, 2.5959E+00
9.7168E-03, 4.4415E-01
8.6366E-03, 1.9732E+00
1.3364E-03, -1.9996E+00
6.7636E-03, 1.3579E+00
3.0135E-03, -2.8261E+00
7.5801E-03, 3.0377E+00
4.9928E-03, 2.1567E+00
4.8625E-03, -1.5335E+00
4.9647E-03, -2.8774E+00
1.1303E-02, 2.0317E+00
3.1566E-03, 2.7877E-01
1.3975E-02, 1.1969E+00
4.0378E-03, 9.0769E-01
3.8658E-03, -1.2947E+00
1.0928E-02, 1.2432E+00
0.0000E+00, 0.0000E+00
9.8113E+01, -0.0000E+00
2.5583E-01, 1.5866E+00
1.4532E-01, 1.7113E+00
7.6589E-02, 1.4708E+00
2.6906E-01, -1.5791E+00
5.2759E-02, 1.6566E+00
4.5911E-02, 1.4422E+00
3.7628E-02, 1.4308E+00
2.0355E-02, 1.5566E+00
1.8473E-02, 1.6618E+00
2.1085E-02, 1.2069E+00
2.0230E-02, 1.6631E+00
2.4240E-02, 1.6885E+00
2.0704E-02, 1.6470E+00
1.2218E-02, 1.6425E+00
1.6706E-02, 2.0677E+00
2.0288E-02, 1.4612E+00
1.6240E-02, 1.3940E+00
1.6335E-02, 1.5287E+00
9.8715E-03, 2.0704E+00
2.4862E-02, 1.4913E+00
1.1491E-02, 1.8509E+00
1.0409E-02, 1.1741E+00
2.6502E-02, 1.3600E+00
8.0399E-03, 2.1467E+00
9.0773E-03, 1.0033E+00
1.6429E-02, 1.9112E+00
9.2070E-03, 1.6904E+00
1.8044E-02, 2.0554E+00
2.4892E-03, -9.9568E-01
3.6984E-03, 9.5773E-01
4.6442E-03, 1.7495E+00
1.2286E-02, 9.6432E-01
7.5037E-03, 1.2614E+00
4.5711E-03, 5.1460E-01
6.2570E-03, 1.8955E+00
9.6754E-03, 8.2176E-01
1.0798E-02, 1.6161E+00
1.0998E-02, 1.4570E+00
5.6714E-03, 1.7443E+00
7.7873E-03, 7.0844E-01
9.5677E-03, 1.6450E+00
4.7582E-03, -1.5914E+00
1.3604E-02, 1.8582E+00
1.3644E-02, 2.3449E+00
1.3797E-02, 1.3489E+00
6.3686E-03, 1.7738E+00
5.8364E-03, -2.0305E+00
7.8216E-03, 2.7652E+00
0.0000E+00, 0.0000E+00
1.0506E+02, -0.0000E+00
1.7233E-01, -1.7815E+00
1.2895E-01, -1.3714E+00
1.5151E-01, -1.5765E+00
2.4480E+00, 1.7248E-01
8.5583E-02, -1.3816E+00
5.1970E-02, -1.7496E+00
4.6803E-02, -1.5723E+00
3.0850E-02, -1.8870E+00
5.2520E-02, -1.7486E+00
3.6669E-02, -1.9856E+00
3.8325E-02, -1.4682E+00
4.5329E-02, -2.0254E+00
2.0338E-02, -1.5940E+00
2.4504E-02, -1.5531E+00
1.7345E-02, -1.2943E+00
1.5352E-02, -1.7759E+00
1.6439E-02, -1.4405E+00
2.0315E-02, -1.6830E+00
1.1188E-02, -1.7890E+00
1.9017E-02, -1.5621E+00
1.0921E-02, -1.6427E+00
2.4332E-02, -1.6440E+00
1.2647E-02, -1.3338E+00
1.7287E-02, -1.4189E+00
1.6694E-02, -1.7129E+00
1.6532E-02, -1.3333E+00
1.4474E-02, -1.4396E+00
1.3915E-02, -1.5273E+00
1.3244E-02, -1.6182E+00
1.6787E-02, -1.3076E+00
9.7413E-03, -1.7092E+00
6.8148E-03, -1.2142E+00
1.3037E-02, -7.1019E-01
1.0604E-02, -1.4241E+00
7.9649E-03, -1.3669E+00
1.1644E-02, -1.7274E+00
1.1373E-02, -1.1695E+00
4.9104E-03, -7.1666E-01
6.8889E-03, -2.0376E+00
4.0574E-03, -9.2049E-01
1.2264E-02, -1.3013E+00
8.7465E-03, -1.7954E+00
9.9563E-03, -1.5645E+00
4.0996E-03, -2.2202E+00
1.4250E-02, -1.1174E+00
8.1299E-03, -1.5258E+00
3.0121E-03, -2.0212E-01
8.0172E-03, -1.1523E+00
0.0000E+00, 0.0000E+00
1.1573E+02, -0.0000E+00
3.5184E+00, -8.6106E-01
1.6847E+00, -1.4064E+00
1.2671E+00, -1.7265E+00
3.0491E+00, 2.4381E-01
6.6526E-01, -1.5109E+00
5.0993E-01, -1.5913E+00
4.4954E-01, -1.5888E+00
3.7610E-01, -1.5802E+00
3.4712E-01, -1.5709E+00
3.1820E-01, -1.5564E+00
2.9274E-01, -1.5547E+00
2.8365E-01, -1.7286E+00
2.4162E-01, -1.6127E+00
2.2703E-01, -1.5535E+00
2.1328E-01, -1.5905E+00
1.9487E-01, -1.5639E+00
1.8551E-01, -1.5178E+00
1.7947E-01, -1.5283E+00
1.6527E-01, -1.5382E+00
1.5405E-01, -1.5776E+00
1.4756E-01, -1.5851E+00
1.4128E-01, -1.5892E+00
1.4254E-01, -1.5366E+00
1.3218E-01, -1.5363E+00
1.2494E-01, -1.5239E+00
1.2389E-01, -1.5708E+00
1.2281E-01, -1.5099E+00
1.0904E-01, -1.5421E+00
9.8640E-02, -1.5896E+00
1.0801E-01, -1.5447E+00
9.9065E-02, -1.5880E+00
9.7986E-02, -1.5467E+00
1.0121E-01, -1.5582E+00
9.4909E-02, -1.4825E+00
9.2380E-02, -1.5078E+00
8.8560E-02, -1.4724E+00
8.2536E-02, -1.5024E+00
8.3470E-02, -1.6601E+00
8.2783E-02, -1.5796E+00
8.3931E-02, -1.4918E+00
8.2287E-02, -1.4366E+00
7.3941E-02, -1.4858E+00
7.2542E-02, -1.6352E+00
7.7148E-02, -1.4643E+00
7.4777E-02, -1.5621E+00
6.3354E-02, -1.5319E+00
6.0732E-02, -1.4726E+00
6.6145E-02, -1.5768E+00
0.0000E+00, 0.0000E+00
1.0256E+02, -0.0000E+00
2.1219E-01, -1.7026E+00
1.9247E-01, 8.2151E-01
9.4688E-02, 1.9869E+00
9.3739E+00, 1.5620E+00
8.2329E-02, -1.7525E+00
4.4468E-02, -1.3008E+00
4.9775E-02, -1.4992E+00
5.8673E-02, -1.7658E+00
7.3635E-03, -3.0589E+00
1.2908E-02, -2.5427E+00
8.8364E-03, -1.6787E+00
2.8917E-01, -9.5798E-01
3.4082E-03, 2.1227E+00
8.1462E-03, -1.4822E+00
7.3703E-03, -1.8786E+00
9.5783E-03, -2.1463E+00
6.8235E-03, -4.6270E-01
6.6262E-03, -1.6244E+00
2.3318E-03, -1.8115E+00
3.6469E-02, -2.3504E+00
4.2484E-03, -1.9294E+00
5.1234E-03, -1.3102E+00
3.5577E-03, -1.2875E+00
2.9710E-03, -6.0906E-01
3.0769E-03, -1.3338E+00
6.4002E-03, -1.6917E+00
6.1053E-03, -2.1329E+00
4.2917E-03, 2.4172E+00
8.2785E-03, -1.0655E+00
5.1267E-03, -2.4133E+00
2.7444E-03, -7.1387E-01
3.3177E-03, 2.1673E+00
6.6225E-03, -1.6878E+00
3.9630E-03, -1.9451E+00
4.9285E-03, 2.5256E-01
1.6292E-03, -5.8952E-01
1.0379E-02, -1.2342E+00
4.6758E-03, -2.1119E+00
3.9246E-03, -1.9021E+00
1.5610E-03, -7.2490E-01
1.6861E-03, -1.5075E+00
2.0380E-03, -1.9736E+00
4.4556E-03, -2.5018E+00
3.3749E-03, -5.4505E-01
3.6467E-03, -2.3031E+00
5.0313E-03, -1.7840E+00
4.6431E-03, -1.3272E+00
9.5812E-04, -2.8406E+00
0.0000E+00, 0.0000E+00
1.1270E+02, -0.0000E+00
5.9840E+00, 2.1816E+00
2.3027E+00, 1.9577E+00
1.5641E+00, 1.4850E+00
1.1425E+01, 1.7883E+00
1.0755E+00, 1.6797E+00
9.9003E-01, 1.8331E+00
7.5185E-01, 1.7700E+00
6.8647E-01, 1.6759E+00
6.3858E-01, 1.6791E+00
5.8593E-01, 1.6233E+00
5.2372E-01, 1.6875E+00
4.1034E-01, 8.0282E-01
4.4381E-01, 1.6384E+00
4.2170E-01, 1.6342E+00
3.9179E-01, 1.6584E+00
3.5895E-01, 1.6596E+00
3.3474E-01, 1.6401E+00
