in Hz,Spectrum in dBm
4.56867E+05,-6.01656E+01
4.56879E+05,-5.81256E+01
4.56890E+05,-5.65656E+01
4.56902E+05,-5.55256E+01
4.56913E+05,-5.50656E+01
4.56925E+05,-5.52256E+01
4.56936E+05,-5.59856E+01
4.56948E+05,-5.73856E+01
4.56959E+05,-5.91856E+01
4.56971E+05,-6.04456E+01
4.56982E+05,-6.00856E+01
4.56994E+05,-5.89256E+01
4.57005E+05,-5.81656E+01
4.57017E+05,-5.84456E+01
4.57028E+05,-6.01656E+01
4.57040E+05,-6.41456E+01
4.57051E+05,-6.62256E+01
4.57063E+05,-5.94856E+01
4.57074E+05,-5.46656E+01
4.57086E+05,-5.15456E+01
4.57097E+05,-4.94856E+01
4.57109E+05,-4.82056E+01
4.57120E+05,-4.75656E+01
4.57132E+05,-4.75256E+01
4.57143E+05,-4.80656E+01
4.57155E+05,-4.92656E+01
4.57166E+05,-5.12656E+01
4.57178E+05,-5.43456E+01
4.57189E+05,-5.94256E+01
4.57201E+05,-6.85456E+01
4.57212E+05,-6.51456E+01
4.57224E+05,-6.01256E+01
4.57235E+05,-5.82056E+01
4.57247E+05,-5.79456E+01
4.57258E+05,-5.86856E+01
4.57270E+05,-5.94256E+01
4.57281E+05,-5.85856E+01
4.57293E+05,-5.64856E+01
4.57304E+05,-5.45056E+01
4.57316E+05,-5.32256E+01
4.57327E+05,-5.26656E+01
4.57339E+05,-5.28856E+01
4.57350E+05,-5.39256E+01
4.57362E+05,-5.59056E+01
4.57373E+05,-5.88656E+01
4.57385E+05,-6.11656E+01
4.57396E+05,-5.94656E+01
4.57407E+05,-5.65456E+01
4.57419E+05,-5.45256E+01
4.57430E+05,-5.34456E+01
4.57442E+05,-5.31656E+01
4.57453E+05,-5.36056E+01
4.57465E+05,-5.47456E+01
4.57476E+05,-5.66656E+01
4.57488E+05,-5.95856E+01
4.57499E+05,-6.37856E+01
4.57511E+05,-6.91056E+01
4.57522E+05,-6.86856E+01
4.57534E+05,-6.47056E+01
4.57545E+05,-6.18856E+01
4.57557E+05,-5.98856E+01
4.57568E+05,-5.84456E+01
4.57580E+05,-5.75456E+01
4.57591E+05,-5.71856E+01
4.57603E+05,-5.75056E+01
4.57614E+05,-5.87456E+01
4.57626E+05,-6.14056E+01
4.57637E+05,-6.70856E+01
4.57649E+05,-7.69056E+01
4.57660E+05,-6.45056E+01
4.57672E+05,-5.94456E+01
4.57683E+05,-5.67656E+01
4.57695E+05,-5.54256E+01
4.57706E+05,-5.50456E+01
4.57718E+05,-5.56056E+01
4.57729E+05,-5.71656E+01
4.57741E+05,-6.00856E+01
4.57752E+05,-6.53056E+01
4.57764E+05,-7.21256E+01
4.57775E+05,-6.61256E+01
4.57787E+05,-6.21256E+01
4.57798E+05,-6.04456E+01
4.57810E+05,-5.99656E+01
4.57821E+05,-5.98656E+01
4.57833E+05,-5.89656E+01
4.57844E+05,-5.69456E+01
4.57856E+05,-5.47256E+01
4.57867E+05,-5.29656E+01
4.57879E+05,-5.18856E+01
4.57890E+05,-5.14456E+01
4.57902E+05,-5.17856E+01
4.57913E+05,-5.29656E+01
4.57925E+05,-5.54256E+01
4.57936E+05,-6.03056E+01
4.57948E+05,-7.64656E+01
4.57959E+05,-6.33656E+01
4.57970E+05,-5.69856E+01
4.57982E+05,-5.40656E+01
4.57993E+05,-5.27456E+01
4.58005E+05,-5.26056E+01
4.58016E+05,-5.35456E+01
4.58028E+05,-5.58656E+01
4.58039E+05,-6.01456E+01
4.58051E+05,-6.29456E+01
4.58062E+05,-5.75856E+01
4.58074E+05,-5.34056E+01
4.58085E+05,-5.08456E+01
4.58097E+05,-4.93656E+01
4.58108E+05,-4.86056E+01
4.58120E+05,-4.84856E+01
4.58131E+05,-4.89256E+01
4.58143E+05,-4.98856E+01
4.58154E+05,-5.13856E+01
4.58166E+05,-5.32056E+01
4.58177E+05,-5.51656E+01
4.58189E+05,-5.67256E+01
4.58200E+05,-5.75456E+01
4.58212E+05,-5.78856E+01
4.58223E+05,-5.83256E+01
4.58235E+05,-5.90256E+01
4.58246E+05,-5.97056E+01
4.58258E+05,-5.96456E+01
4.58269E+05,-5.87056E+01
4.58281E+05,-5.75656E+01
4.58292E+05,-5.67656E+01
4.58304E+05,-5.65856E+01
4.58315E+05,-5.71856E+01
4.58327E+05,-5.87056E+01
4.58338E+05,-6.12656E+01
4.58350E+05,-6.38456E+01
4.58361E+05,-6.23456E+01
4.58373E+05,-5.87856E+01
4.58384E+05,-5.60256E+01
4.58396E+05,-5.42056E+01
4.58407E+05,-5.31056E+01
4.58419E+05,-5.26056E+01
4.58430E+05,-5.26256E+01
4.58442E+05,-5.31456E+01
4.58453E+05,-5.41856E+01
4.58465E+05,-5.57656E+01
4.58476E+05,-5.80856E+01
4.58488E+05,-6.13856E+01
4.58499E+05,-6.60856E+01
4.58511E+05,-6.98456E+01
4.58522E+05,-6.60056E+01
4.58534E+05,-6.21256E+01
4.58545E+05,-5.95656E+01
4.58556E+05,-5.77656E+01
4.58568E+05,-5.64656E+01
4.58579E+05,-5.54656E+01
4.58591E+05,-5.47256E+01
4.58602E+05,-5.42056E+01
4.58614E+05,-5.38456E+01
4.58625E+05,-5.36656E+01
4.58637E+05,-5.36456E+01
4.58648E+05,-5.38056E+01
4.58660E+05,-5.41056E+01
4.58671E+05,-5.45056E+01
4.58683E+05,-5.49856E+01
4.58694E+05,-5.54856E+01
4.58706E+05,-5.59856E+01
4.58717E+05,-5.65056E+01
4.58729E+05,-5.71256E+01
4.58740E+05,-5.80256E+01
4.58752E+05,-5.94456E+01
4.58763E+05,-6.17856E+01
4.58775E+05,-6.59856E+01
4.58786E+05,-7.75656E+01
4.58798E+05,-7.12656E+01
4.58809E+05,-6.32656E+01
4.58821E+05,-5.93856E+01
4.58832E+05,-5.70456E+01
4.58844E+05,-5.56856E+01
4.58855E+05,-5.51056E+01
4.58867E+05,-5.52656E+01
4.58878E+05,-5.62656E+01
4.58890E+05,-5.84456E+01
4.58901E+05,-6.28456E+01
4.58913E+05,-7.41056E+01
4.58924E+05,-6.45256E+01
4.58936E+05,-5.79056E+01
4.58947E+05,-5.43056E+01
4.58959E+05,-5.20456E+01
4.58970E+05,-5.06656E+01
4.58982E+05,-4.99456E+01
4.58993E+05,-4.97656E+01
4.59005E+05,-5.01456E+01
4.59016E+05,-5.10056E+01
4.59028E+05,-5.22656E+01
4.59039E+05,-5.36056E+01
4.59051E+05,-5.43656E+01
4.59062E+05,-5.39656E+01
4.59074E+05,-5.29056E+01
4.59085E+05,-5.19656E+01
4.59097E+05,-5.14856E+01
4.59108E+05,-5.15856E+01
4.59119E+05,-5.24456E+01
4.59131E+05,-5.42256E+01
4.59142E+05,-5.74256E+01
4.59154E+05,-6.38056E+01
4.59165E+05,-8.16656E+01
4.59177E+05,-6.23856E+01
4.59188E+05,-5.75856E+01
4.59200E+05,-5.53456E+01
4.59211E+05,-5.44856E+01
4.59223E+05,-5.47256E+01
4.59234E+05,-5.60256E+01
4.59246E+05,-5.87856E+01
4.59257E+05,-6.37456E+01
4.59269E+05,-6.66256E+01
4.59280E+05,-6.06656E+01
4.59292E+05,-5.66656E+01
4.59303E+05,-5.43656E+01
4.59315E+05,-5.31656E+01
4.59326E+05,-5.27656E+01
4.59338E+05,-5.31256E+01
4.59349E+05,-5.42456E+01
4.59361E+05,-5.63456E+01
4.59372E+05,-5.99056E+01
4.59384E+05,-6.69056E+01
4.59395E+05,-7.47456E+01
4.59407E+05,-6.35656E+01
4.59418E+05,-5.93656E+01
4.59430E+05,-5.72856E+01
4.59441E+05,-5.64656E+01
4.59453E+05,-5.66256E+01
4.59464E+05,-5.76856E+01
4.59476E+05,-5.96256E+01
4.59487E+05,-6.14456E+01
4.59499E+05,-6.02056E+01
4.59510E+05,-5.69456E+01
4.59522E+05,-5.41456E+01
4.59533E+05,-5.21256E+01
4.59545E+05,-5.07856E+01
4.59556E+05,-5.00456E+01
4.59568E+05,-4.97656E+01
4.59579E+05,-4.99656E+01
4.59591E+05,-5.05656E+01
4.59602E+05,-5.13456E+01
4.59614E+05,-5.20856E+01
4.59625E+05,-5.24056E+01
4.59637E+05,-5.22656E+01
4.59648E+05,-5.18056E+01
4.59660E+05,-5.14856E+01
4.59671E+05,-5.15456E+01
4.59683E+05,-5.21256E+01
4.59694E+05,-5.33656E+01
4.59705E+05,-5.53656E+01
4.59717E+05,-5.79656E+01
4.59728E+05,-5.99456E+01
4.59740E+05,-5.92656E+01
4.59751E+05,-5.74656E+01
4.59763E+05,-5.63256E+01
4.59774E+05,-5.61856E+01
4.59786E+05,-5.72256E+01
4.59797E+05,-5.98456E+01
4.59809E+05,-6.48056E+01
4.59820E+05,-6.58056E+01
4.59832E+05,-5.97256E+01
4.59843E+05,-5.59056E+01
4.59855E+05,-5.37256E+01
4.59866E+05,-5.26456E+01
4.59878E+05,-5.25056E+01
4.59889E+05,-5.32656E+01
4.59901E+05,-5.51456E+01
4.59912E+05,-5.87656E+01
4.59924E+05,-6.56256E+01
4.59935E+05,-6.43856E+01
4.59947E+05,-5.78256E+01
4.59958E+05,-5.42856E+01
4.59970E+05,-5.22656E+01
4.59981E+05,-5.11656E+01
4.59993E+05,-5.08256E+01
4.60004E+05,-5.10456E+01
4.60016E+05,-5.18456E+01
4.60027E+05,-5.32656E+01
4.60039E+05,-5.53656E+01
4.60050E+05,-5.84056E+01
4.60062E+05,-6.29056E+01
4.60073E+05,-7.00656E+01
4.60085E+05,-7.04056E+01
4.60096E+05,-6.50456E+01
4.60108E+05,-6.23456E+01
4.60119E+05,-6.11656E+01
4.60131E+05,-6.12056E+01
4.60142E+05,-6.24456E+01
4.60154E+05,-6.54856E+01
4.60165E+05,-7.11056E+01
4.60177E+05,-6.78656E+01
4.60188E+05,-6.15456E+01
4.60200E+05,-5.76456E+01
4.60211E+05,-5.51456E+01
4.60223E+05,-5.35656E+01
4.60234E+05,-5.27056E+01
4.60246E+05,-5.24656E+01
4.60257E+05,-5.28256E+01
4.60269E+05,-5.38256E+01
4.60280E+05,-5.54656E+01
4.60291E+05,-5.77056E+01
4.60303E+05,-5.98856E+01
4.60314E+05,-6.03256E+01
4.60326E+05,-5.89456E+01
4.60337E+05,-5.74656E+01
4.60349E+05,-5.65856E+01
4.60360E+05,-5.62856E+01
4.60372E+05,-5.64456E+01
4.60383E+05,-5.67856E+01
4.60395E+05,-5.69856E+01
4.60406E+05,-5.68256E+01
4.60418E+05,-5.64056E+01
4.60429E+05,-5.60456E+01
4.60441E+05,-5.60056E+01
4.60452E+05,-5.64056E+01
4.60464E+05,-5.73256E+01
4.60475E+05,-5.87456E+01
4.60487E+05,-6.04656E+01
4.60498E+05,-6.20056E+01
4.60510E+05,-6.27856E+01
4.60521E+05,-6.31056E+01
4.60533E+05,-6.37856E+01
4.60544E+05,-6.57256E+01
4.60556E+05,-7.04656E+01
4.60567E+05,-8.61056E+01
4.60579E+05,-6.95056E+01
4.60590E+05,-6.35456E+01
4.60602E+05,-6.04656E+01
4.60613E+05,-5.88456E+01
4.60625E+05,-5.82056E+01
4.60636E+05,-5.83456E+01
4.60648E+05,-5.91256E+01
4.60659E+05,-6.00456E+01
4.60671E+05,-6.02456E+01
4.60682E+05,-5.92656E+01
4.60694E+05,-5.78256E+01
4.60705E+05,-5.66656E+01
4.60717E+05,-5.60856E+01
4.60728E+05,-5.61656E+01
4.60740E+05,-5.69656E+01
4.60751E+05,-5.85856E+01
4.60763E+05,-6.12056E+01
4.60774E+05,-6.52656E+01
4.60786E+05,-7.13456E+01
4.60797E+05,-7.35256E+01
4.60809E+05,-6.94656E+01
4.60820E+05,-6.67256E+01
4.60832E+05,-6.45056E+01
4.60843E+05,-6.20856E+01
4.60854E+05,-5.96456E+01
4.60866E+05,-5.75656E+01
4.60877E+05,-5.60256E+01
4.60889E+05,-5.50256E+01
4.60900E+05,-5.44656E+01
4.60912E+05,-5.41256E+01
4.60923E+05,-5.37456E+01
4.60935E+05,-5.29856E+01
4.60946E+05,-5.18856E+01
4.60958E+05,-5.07056E+01
4.60969E+05,-4.97056E+01
4.60981E+05,-4.91056E+01
4.60992E+05,-4.90256E+01
4.61004E+05,-4.96056E+01
4.61015E+05,-5.10656E+01
4.61027E+05,-5.38856E+01
4.61038E+05,-5.96056E+01
4.61050E+05,-6.71456E+01
4.61061E+05,-5.67256E+01
4.61073E+05,-5.17456E+01
4.61084E+05,-4.88856E+01
4.61096E+05,-4.72056E+01
4.61107E+05,-4.63056E+01
4.61119E+05,-4.60656E+01
4.61130E+05,-4.64056E+01
4.61142E+05,-4.73456E+01
4.61153E+05,-4.89656E+01
4.61165E+05,-5.13856E+01
4.61176E+05,-5.49456E+01
4.61188E+05,-6.03856E+01
4.61199E+05,-6.55256E+01
4.61211E+05,-6.14056E+01
4.61222E+05,-5.80656E+01
4.61234E+05,-5.64256E+01
4.61245E+05,-5.57656E+01
4.61257E+05,-5.56656E+01
4.61268E+05,-5.58656E+01
4.61280E+05,-5.61456E+01
4.61291E+05,-5.65656E+01
4.61303E+05,-5.72656E+01
4.61314E+05,-5.85456E+01
4.61326E+05,-6.09456E+01
4.61337E+05,-6.57656E+01
4.61349E+05,-8.06656E+01
4.61360E+05,-6.61456E+01
4.61372E+05,-5.97856E+01
4.61383E+05,-5.63056E+01
4.61395E+05,-5.41056E+01
4.61406E+05,-5.26856E+01
4.61418E+05,-5.18456E+01
4.61429E+05,-5.14456E+01
4.61440E+05,-5.14056E+01
4.61452E+05,-5.16656E+01
4.61463E+05,-5.22256E+01
4.61475E+05,-5.30056E+01
4.61486E+05,-5.40056E+01
4.61498E+05,-5.50656E+01
4.61509E+05,-5.60456E+01
4.61521E+05,-5.67256E+01
4.61532E+05,-5.71056E+01
4.61544E+05,-5.73656E+01
4.61555E+05,-5.78256E+01
4.61567E+05,-5.87856E+01
4.61578E+05,-6.04456E+01
4.61590E+05,-6.27056E+01
4.61601E+05,-6.37456E+01
4.61613E+05,-6.14456E+01
4.61624E+05,-5.83256E+01
4.61636E+05,-5.59856E+01
4.61647E+05,-5.43856E+01
4.61659E+05,-5.34456E+01
4.61670E+05,-5.29856E+01
4.61682E+05,-5.29056E+01
4.61693E+05,-5.30256E+01
4.61705E+05,-5.31456E+01
4.61716E+05,-5.31256E+01
4.61728E+05,-5.29456E+01
4.61739E+05,-5.27256E+01
4.61751E+05,-5.27256E+01
4.61762E+05,-5.30856E+01
4.61774E+05,-5.39656E+01
4.61785E+05,-5.55256E+01
4.61797E+05,-5.80456E+01
4.61808E+05,-6.20856E+01
4.61820E+05,-6.94056E+01
4.61831E+05,-7.92256E+01
4.61843E+05,-6.92256E+01
4.61854E+05,-6.62256E+01
4.61866E+05,-6.50856E+01
4.61877E+05,-6.31456E+01
4.61889E+05,-5.97256E+01
4.61900E+05,-5.63056E+01
4.61912E+05,-5.36056E+01
4.61923E+05,-5.16656E+01
4.61935E+05,-5.03656E+01
4.61946E+05,-4.97056E+01
4.61958E+05,-4.96256E+01
4.61969E+05,-5.01656E+01
4.61981E+05,-5.14456E+01
4.61992E+05,-5.36056E+01
4.62004E+05,-5.72456E+01
4.62015E+05,-6.38856E+01
4.62026E+05,-7.06456E+01
4.62038E+05,-6.18456E+01
4.62049E+05,-5.80456E+01
4.62061E+05,-5.64256E+01
4.62072E+05,-5.61256E+01
4.62084E+05,-5.68656E+01
4.62095E+05,-5.84856E+01
4.62107E+05,-6.05856E+01
4.62118E+05,-6.15256E+01
4.62130E+05,-6.02856E+01
4.62141E+05,-5.86256E+01
4.62153E+05,-5.76256E+01
4.62164E+05,-5.75256E+01
4.62176E+05,-5.83856E+01
4.62187E+05,-6.03056E+01
4.62199E+05,-6.32856E+01
4.62210E+05,-6.55056E+01
4.62222E+05,-6.36256E+01
4.62233E+05,-6.09456E+01
4.62245E+05,-5.93656E+01
4.62256E+05,-5.89256E+01
4.62268E+05,-5.96656E+01
4.62279E+05,-6.19656E+01
4.62291E+05,-6.71656E+01
4.62302E+05,-8.43256E+01
4.62314E+05,-6.57856E+01
4.62325E+05,-5.99856E+01
4.62337E+05,-5.67856E+01
4.62348E+05,-5.47656E+01
4.62360E+05,-5.34856E+01
4.62371E+05,-5.26656E+01
4.62383E+05,-5.22256E+01
4.62394E+05,-5.19256E+01
4.62406E+05,-5.17856E+01
4.62417E+05,-5.16656E+01
4.62429E+05,-5.15456E+01
4.62440E+05,-5.14056E+01
4.62452E+05,-5.12456E+01
4.62463E+05,-5.11056E+01
4.62475E+05,-5.10056E+01
4.62486E+05,-5.10656E+01
4.62498E+05,-5.13456E+01
4.62509E+05,-5.18856E+01
4.62521E+05,-5.28456E+01
4.62532E+05,-5.43256E+01
4.62544E+05,-5.65456E+01
4.62555E+05,-5.97856E+01
4.62567E+05,-6.40856E+01
4.62578E+05,-6.52456E+01
4.62589E+05,-6.17856E+01
4.62601E+05,-5.90256E+01
4.62612E+05,-5.74856E+01
4.62624E+05,-5.68456E+01
4.62635E+05,-5.69456E+01
4.62647E+05,-5.76256E+01
4.62658E+05,-5.87456E+01
4.62670E+05,-5.99856E+01
4.62681E+05,-6.09456E+01
4.62693E+05,-6.14856E+01
4.62704E+05,-6.17456E+01
4.62716E+05,-6.20056E+01
4.62727E+05,-6.22656E+01
4.62739E+05,-6.19256E+01
4.62750E+05,-6.07256E+01
4.62762E+05,-5.91856E+01
4.62773E+05,-5.78656E+01
4.62785E+05,-5.70656E+01
4.62796E+05,-5.70056E+01
4.62808E+05,-5.78456E+01
4.62819E+05,-5.98856E+01
4.62831E+05,-6.40856E+01
4.62842E+05,-7.08256E+01
4.62854E+05,-6.43456E+01
4.62865E+05,-5.88456E+01
4.62877E+05,-5.56856E+01
4.62888E+05,-5.38056E+01
4.62900E+05,-5.28056E+01
4.62911E+05,-5.25056E+01
4.62923E+05,-5.28256E+01
4.62934E+05,-5.37656E+01
4.62946E+05,-5.53656E+01
4.62957E+05,-5.75656E+01
4.62969E+05,-6.00856E+01
4.62980E+05,-6.16656E+01
4.62992E+05,-6.11456E+01
4.63003E+05,-5.98256E+01
4.63015E+05,-5.87856E+01
4.63026E+05,-5.82456E+01
4.63038E+05,-5.80656E+01
4.63049E+05,-5.80456E+01
4.63061E+05,-5.79856E+01
4.63072E+05,-5.77456E+01
4.63084E+05,-5.73056E+01
4.63095E+05,-5.66656E+01
4.63107E+05,-5.59256E+01
4.63118E+05,-5.50656E+01
4.63130E+05,-5.42456E+01
4.63141E+05,-5.35256E+01
4.63153E+05,-5.30256E+01
4.63164E+05,-5.28656E+01
4.63175E+05,-5.30656E+01
4.63187E+05,-5.37056E+01
4.63198E+05,-5.47056E+01
4.63210E+05,-5.57656E+01
4.63221E+05,-5.62056E+01
4.63233E+05,-5.54856E+01
4.63244E+05,-5.41256E+01
4.63256E+05,-5.28656E+01
4.63267E+05,-5.20456E+01
4.63279E+05,-5.18056E+01
4.63290E+05,-5.22256E+01
4.63302E+05,-5.33056E+01
4.63313E+05,-5.52856E+01
4.63325E+05,-5.82256E+01
4.63336E+05,-6.10056E+01
4.63348E+05,-5.97456E+01
4.63359E+05,-5.66456E+01
4.63371E+05,-5.43456E+01
4.63382E+05,-5.30056E+01
4.63394E+05,-5.24456E+01
4.63405E+05,-5.25656E+01
4.63417E+05,-5.33656E+01
4.63428E+05,-5.48856E+01
4.63440E+05,-5.73256E+01
4.63451E+05,-6.09456E+01
4.63463E+05,-6.54456E+01
4.63474E+05,-6.53656E+01
4.63486E+05,-6.16256E+01
4.63497E+05,-5.89456E+01
4.63509E+05,-5.72656E+01
4.63520E+05,-5.62656E+01
4.63532E+05,-5.57456E+01
4.63543E+05,-5.56056E+01
4.63555E+05,-5.58056E+01
4.63566E+05,-5.63456E+01
4.63578E+05,-5.72456E+01
4.63589E+05,-5.85856E+01
4.63601E+05,-6.03656E+01
4.63612E+05,-6.25056E+01
4.63624E+05,-6.48656E+01
4.63635E+05,-6.68856E+01
4.63647E+05,-6.78056E+01
4.63658E+05,-6.69656E+01
4.63670E+05,-6.44456E+01
4.63681E+05,-6.12656E+01
4.63693E+05,-5.83056E+01
4.63704E+05,-5.57656E+01
4.63716E+05,-5.38056E+01
4.63727E+05,-5.23456E+01
4.63738E+05,-5.13456E+01
4.63750E+05,-5.08256E+01
4.63761E+05,-5.07056E+01
4.63773E+05,-5.10656E+01
4.63784E+05,-5.19256E+01
4.63796E+05,-5.33456E+01
4.63807E+05,-5.53656E+01
4.63819E+05,-5.79056E+01
4.63830E+05,-6.02256E+01
4.63842E+05,-6.04456E+01
4.63853E+05,-5.89256E+01
4.63865E+05,-5.74256E+01
4.63876E+05,-5.65856E+01
4.63888E+05,-5.64856E+01
4.63899E+05,-5.70856E+01
4.63911E+05,-5.85656E+01
4.63922E+05,-6.10656E+01
4.63934E+05,-6.47656E+01
4.63945E+05,-6.69856E+01
4.63957E+05,-6.36056E+01
4.63968E+05,-6.01456E+01
4.63980E+05,-5.78856E+01
4.63991E+05,-5.65856E+01
4.64003E+05,-5.60656E+01
4.64014E+05,-5.62456E+01
4.64026E+05,-5.71256E+01
4.64037E+05,-5.88256E+01
4.64049E+05,-6.13056E+01
4.64060E+05,-6.37656E+01
4.64072E+05,-6.33256E+01
4.64083E+05,-6.07656E+01
4.64095E+05,-5.85856E+01
4.64106E+05,-5.72656E+01
4.64118E+05,-5.67256E+01
4.64129E+05,-5.69256E+01
4.64141E+05,-5.77856E+01
4.64152E+05,-5.91456E+01
4.64164E+05,-6.04656E+01
4.64175E+05,-6.06456E+01
4.64187E+05,-5.93656E+01
4.64198E+05,-5.76656E+01
4.64210E+05,-5.62856E+01
4.64221E+05,-5.53256E+01
4.64233E+05,-5.47456E+01
4.64244E+05,-5.44056E+01
4.64256E+05,-5.41456E+01
4.64267E+05,-5.38456E+01
4.64279E+05,-5.34856E+01
4.64290E+05,-5.31256E+01
4.64302E+05,-5.28456E+01
4.64313E+05,-5.27656E+01
4.64324E+05,-5.29256E+01
4.64336E+05,-5.33456E+01
4.64347E+05,-5.40456E+01
4.64359E+05,-5.49456E+01
4.64370E+05,-5.59056E+01
4.64382E+05,-5.67056E+01
4.64393E+05,-5.70856E+01
4.64405E+05,-5.69456E+01
4.64416E+05,-5.63856E+01
4.64428E+05,-5.55656E+01
4.64439E+05,-5.46656E+01
4.64451E+05,-5.38256E+01
4.64462E+05,-5.30856E+01
4.64474E+05,-5.25256E+01
4.64485E+05,-5.22256E+01
4.64497E+05,-5.21256E+01
4.64508E+05,-5.23456E+01
4.64520E+05,-5.28656E+01
4.64531E+05,-5.36656E+01
4.64543E+05,-5.47256E+01
4.64554E+05,-5.59856E+01
4.64566E+05,-5.72856E+01
4.64577E+05,-5.84856E+01
4.64589E+05,-5.93856E+01
4.64600E+05,-5.99656E+01
4.64612E+05,-6.03656E+01
4.64623E+05,-6.07656E+01
4.64635E+05,-6.12656E+01
4.64646E+05,-6.20856E+01
4.64658E+05,-6.33456E+01
4.64669E+05,-6.53656E+01
4.64681E+05,-6.86656E+01
4.64692E+05,-7.30456E+01
4.64704E+05,-7.10656E+01
4.64715E+05,-6.61256E+01
4.64727E+05,-6.28656E+01
4.64738E+05,-6.09056E+01
4.64750E+05,-5.99056E+01
4.64761E+05,-5.97656E+01
4.64773E+05,-6.05656E+01
4.64784E+05,-6.24456E+01
4.64796E+05,-6.62056E+01
4.64807E+05,-7.49656E+01
4.64819E+05,-7.58656E+01
4.64830E+05,-6.68256E+01
4.64842E+05,-6.31656E+01
4.64853E+05,-6.13056E+01
4.64865E+05,-6.03056E+01
4.64876E+05,-5.95056E+01
4.64888E+05,-5.83656E+01
4.64899E+05,-5.67256E+01
4.64910E+05,-5.49256E+01
4.64922E+05,-5.33656E+01
4.64933E+05,-5.22256E+01
4.64945E+05,-5.14456E+01
4.64956E+05,-5.12056E+01
4.64968E+05,-5.13856E+01
4.64979E+05,-5.20456E+01
4.64991E+05,-5.31656E+01
4.65002E+05,-5.47056E+01
4.65014E+05,-5.65056E+01
4.65025E+05,-5.82656E+01
4.65037E+05,-5.95656E+01
4.65048E+05,-6.00856E+01
4.65060E+05,-5.98456E+01
4.65071E+05,-5.87256E+01
4.65083E+05,-5.69256E+01
4.65094E+05,-5.49056E+01
4.65106E+05,-5.31256E+01
4.65117E+05,-5.18056E+01
4.65129E+05,-5.10456E+01
4.65140E+05,-5.08456E+01
4.65152E+05,-5.13456E+01
4.65163E+05,-5.26056E+01
4.65175E+05,-5.49656E+01
4.65186E+05,-5.86856E+01
4.65198E+05,-6.13056E+01
4.65209E+05,-5.77456E+01
4.65221E+05,-5.40856E+01
4.65232E+05,-5.18056E+01
4.65244E+05,-5.05256E+01
4.65255E+05,-5.00856E+01
4.65267E+05,-5.03256E+01
4.65278E+05,-5.12656E+01
4.65290E+05,-5.27456E+01
4.65301E+05,-5.45856E+01
4.65313E+05,-5.60056E+01
4.65324E+05,-5.61456E+01
4.65336E+05,-5.55056E+01
4.65347E+05,-5.50656E+01
4.65359E+05,-5.54056E+01
4.65370E+05,-5.67856E+01
4.65382E+05,-5.95856E+01
4.65393E+05,-6.37656E+01
4.65405E+05,-6.35656E+01
4.65416E+05,-5.92456E+01
4.65428E+05,-5.63656E+01
4.65439E+05,-5.49256E+01
4.65451E+05,-5.46656E+01
4.65462E+05,-5.56056E+01
4.65473E+05,-5.80456E+01
4.65485E+05,-6.32656E+01
4.65496E+05,-7.09056E+01
4.65508E+05,-6.14056E+01
4.65519E+05,-5.64856E+01
4.65531E+05,-5.38856E+01
4.65542E+05,-5.25856E+01
4.65554E+05,-5.22656E+01
4.65565E+05,-5.26656E+01
4.65577E+05,-5.39056E+01
4.65588E+05,-5.58856E+01
4.65600E+05,-5.82256E+01
4.65611E+05,-5.93656E+01
4.65623E+05,-5.82656E+01
4.65634E+05,-5.66656E+01
4.65646E+05,-5.55856E+01
4.65657E+05,-5.51256E+01
4.65669E+05,-5.50656E+01
4.65680E+05,-5.50456E+01
4.65692E+05,-5.47256E+01
4.65703E+05,-5.40256E+01
4.65715E+05,-5.32456E+01
4.65726E+05,-5.26856E+01
4.65738E+05,-5.25656E+01
4.65749E+05,-5.29656E+01
4.65761E+05,-5.38856E+01
4.65772E+05,-5.51456E+01
4.65784E+05,-5.61056E+01
4.65795E+05,-5.58856E+01
4.65807E+05,-5.46456E+01
4.65818E+05,-5.32856E+01
4.65830E+05,-5.23656E+01
4.65841E+05,-5.20056E+01
4.65853E+05,-5.22656E+01
4.65864E+05,-5.31056E+01
4.65876E+05,-5.46656E+01
4.65887E+05,-5.70856E+01
4.65899E+05,-6.05656E+01
4.65910E+05,-6.51656E+01
4.65922E+05,-6.84456E+01
4.65933E+05,-6.71456E+01
4.65945E+05,-6.57856E+01
4.65956E+05,-6.59056E+01
4.65968E+05,-6.75256E+01
4.65979E+05,-7.07856E+01
4.65991E+05,-7.58456E+01
4.66002E+05,-7.92656E+01
4.66014E+05,-7.57456E+01
4.66025E+05,-7.08256E+01
4.66037E+05,-6.59456E+01
4.66048E+05,-6.18856E+01
4.66059E+05,-5.86856E+01
4.66071E+05,-5.63456E+01
4.66082E+05,-5.47256E+01
4.66094E+05,-5.38056E+01
4.66105E+05,-5.35856E+01
4.66117E+05,-5.40656E+01
4.66128E+05,-5.53856E+01
4.66140E+05,-5.79256E+01
4.66151E+05,-6.25456E+01
4.66163E+05,-7.32856E+01
4.66174E+05,-6.76256E+01
4.66186E+05,-6.14056E+01
4.66197E+05,-5.87856E+01
4.66209E+05,-5.79656E+01
4.66220E+05,-5.85056E+01
4.66232E+05,-6.04656E+01
4.66243E+05,-6.39856E+01
4.66255E+05,-6.62456E+01
4.66266E+05,-6.27256E+01
4.66278E+05,-5.95056E+01
4.66289E+05,-5.79456E+01
4.66301E+05,-5.78056E+01
