in s,C1 in V
-4.3515904E-02,-1.92398E+00
-4.3515240E-02,-1.92398E+00
-4.3514576E-02,-1.90445E+00
-4.3513912E-02,-1.92398E+00
-4.3513248E-02,-1.92398E+00
-4.3512584E-02,-1.84586E+00
-4.3511920E-02,-1.84586E+00
-4.3511256E-02,-1.80680E+00
-4.3510592E-02,-1.70914E+00
-4.3509928E-02,-1.57242E+00
-4.3509264E-02,-1.59195E+00
-4.3508600E-02,-1.45523E+00
-4.3507936E-02,-1.45523E+00
-4.3507272E-02,-1.35758E+00
-4.3506608E-02,-1.31852E+00
-4.3505944E-02,-1.33805E+00
-4.3505280E-02,-1.39664E+00
-4.3504616E-02,-1.43570E+00
-4.3503952E-02,-1.51383E+00
-4.3503288E-02,-1.61148E+00
-4.3502624E-02,-1.80680E+00
-4.3501960E-02,-1.88492E+00
-4.3501296E-02,-1.98258E+00
-4.3500632E-02,-2.15836E+00
-4.3499968E-02,-2.37320E+00
-4.3499304E-02,-2.39273E+00
-4.3498640E-02,-2.64664E+00
-4.3497976E-02,-2.74430E+00
-4.3497312E-02,-2.84195E+00
-4.3496648E-02,-2.90055E+00
-4.3495984E-02,-2.99820E+00
-4.3495320E-02,-2.93961E+00
-4.3494656E-02,-2.92008E+00
-4.3493992E-02,-2.78336E+00
-4.3493328E-02,-2.62711E+00
-4.3492664E-02,-2.50992E+00
-4.3492000E-02,-2.43180E+00
-4.3491336E-02,-2.23648E+00
-4.3490672E-02,-2.21695E+00
-4.3490008E-02,-2.21695E+00
-4.3489344E-02,-2.19742E+00
-4.3488680E-02,-2.25602E+00
-4.3488016E-02,-2.21695E+00
-4.3487352E-02,-2.25602E+00
-4.3486688E-02,-2.33414E+00
-4.3486024E-02,-2.31461E+00
-4.3485360E-02,-2.33414E+00
-4.3484696E-02,-2.41227E+00
-4.3484032E-02,-2.52945E+00
-4.3483368E-02,-2.41227E+00
-4.3482704E-02,-2.41227E+00
-4.3482040E-02,-2.47086E+00
-4.3481376E-02,-2.41227E+00
-4.3480712E-02,-1.80680E+00
-4.3480048E-02,-1.66172E-01
-4.3479384E-02,6.15078E-01
-4.3478720E-02,7.32266E-01
-4.3478056E-02,5.36953E-01
-4.3477392E-02,1.65859E-01
-4.3476728E-02,-1.07578E-01
-4.3476064E-02,-2.24766E-01
-4.3475400E-02,-1.85703E-01
-4.3474736E-02,-6.85156E-02
-4.3474072E-02,-5.56797E-01
-4.3473408E-02,-2.19742E+00
-4.3472744E-02,-2.95914E+00
-4.3472080E-02,-3.29117E+00
-4.3471416E-02,-3.05680E+00
-4.3470752E-02,-2.70523E+00
-4.3470088E-02,-2.54898E+00
-4.3469424E-02,-2.49039E+00
-4.3468760E-02,-2.49039E+00
-4.3468096E-02,-2.54898E+00
-4.3467432E-02,-2.62711E+00
-4.3466768E-02,-2.70523E+00
-4.3466104E-02,-2.68570E+00
-4.3465440E-02,-2.56852E+00
-4.3464776E-02,-2.58805E+00
-4.3464112E-02,-2.49039E+00
-4.3463448E-02,-2.39273E+00
-4.3462784E-02,-2.49039E+00
-4.3462120E-02,-2.39273E+00
-4.3461456E-02,-2.41227E+00
-4.3460792E-02,-2.39273E+00
-4.3460128E-02,-2.45133E+00
-4.3459464E-02,-2.41227E+00
-4.3458800E-02,-2.29508E+00
-4.3458136E-02,-2.31461E+00
-4.3457472E-02,-2.23648E+00
-4.3456808E-02,-2.27555E+00
-4.3456144E-02,-2.27555E+00
-4.3455480E-02,-2.19742E+00
-4.3454816E-02,-2.19742E+00
-4.3454152E-02,-2.23648E+00
-4.3453488E-02,-2.25602E+00
-4.3452824E-02,-2.15836E+00
-4.3452160E-02,-2.11930E+00
-4.3451496E-02,-2.11930E+00
-4.3450832E-02,-2.09977E+00
-4.3450168E-02,-2.02164E+00
-4.3449504E-02,-2.06070E+00
-4.3448840E-02,-1.90445E+00
-4.3448176E-02,-1.94352E+00
-4.3447512E-02,-1.86539E+00
-4.3446848E-02,-1.92398E+00
-4.3446184E-02,-1.84586E+00
-4.3445520E-02,-1.82633E+00
-4.3444856E-02,-1.78727E+00
-4.3444192E-02,-1.72867E+00
-4.3443528E-02,-1.65055E+00
-4.3442864E-02,-1.61148E+00
-4.3442200E-02,-1.49430E+00
-4.3441536E-02,-1.41617E+00
-4.3440872E-02,-1.39664E+00
-4.3440208E-02,-1.25992E+00
-4.3439544E-02,-1.33805E+00
-4.3438880E-02,-1.41617E+00
-4.3438216E-02,-1.41617E+00
-4.3437552E-02,-1.47477E+00
-4.3436888E-02,-1.61148E+00
-4.3436224E-02,-1.72867E+00
-4.3435560E-02,-1.82633E+00
-4.3434896E-02,-2.02164E+00
-4.3434232E-02,-2.11930E+00
-4.3433568E-02,-2.21695E+00
-4.3432904E-02,-2.35367E+00
-4.3432240E-02,-2.50992E+00
-4.3431576E-02,-2.68570E+00
-4.3430912E-02,-2.88102E+00
-4.3430248E-02,-2.86148E+00
-4.3429584E-02,-2.97867E+00
-4.3428920E-02,-2.97867E+00
-4.3428256E-02,-2.95914E+00
-4.3427592E-02,-2.78336E+00
-4.3426928E-02,-2.68570E+00
-4.3426264E-02,-2.60758E+00
-4.3425600E-02,-2.45133E+00
-4.3424936E-02,-2.33414E+00
-4.3424272E-02,-2.27555E+00
-4.3423608E-02,-2.21695E+00
-4.3422944E-02,-2.11930E+00
-4.3422280E-02,-2.19742E+00
-4.3421616E-02,-2.19742E+00
-4.3420952E-02,-2.27555E+00
-4.3420288E-02,-2.31461E+00
-4.3419624E-02,-2.39273E+00
-4.3418960E-02,-2.35367E+00
-4.3418296E-02,-2.45133E+00
-4.3417632E-02,-2.37320E+00
-4.3416968E-02,-2.41227E+00
-4.3416304E-02,-2.37320E+00
-4.3415640E-02,-2.50992E+00
-4.3414976E-02,-2.41227E+00
-4.3414312E-02,-2.19742E+00
-4.3413648E-02,-7.32578E-01
-4.3412984E-02,4.39297E-01
-4.3412320E-02,7.51797E-01
-4.3411656E-02,5.95547E-01
-4.3410992E-02,2.63516E-01
-4.3410328E-02,-9.92188E-03
-4.3409664E-02,-1.66172E-01
-4.3409000E-02,-2.24766E-01
-4.3408336E-02,-1.07578E-01
-4.3407672E-02,-1.46641E-01
-4.3407008E-02,-1.55289E+00
-4.3406344E-02,-2.76383E+00
-4.3405680E-02,-3.19352E+00
-4.3405016E-02,-3.13492E+00
-4.3404352E-02,-2.86148E+00
-4.3403688E-02,-2.62711E+00
-4.3403024E-02,-2.49039E+00
-4.3402360E-02,-2.49039E+00
-4.3401696E-02,-2.54898E+00
-4.3401032E-02,-2.56852E+00
-4.3400368E-02,-2.66617E+00
-4.3399704E-02,-2.68570E+00
-4.3399040E-02,-2.66617E+00
-4.3398376E-02,-2.54898E+00
-4.3397712E-02,-2.50992E+00
-4.3397048E-02,-2.49039E+00
-4.3396384E-02,-2.41227E+00
-4.3395720E-02,-2.35367E+00
-4.3395056E-02,-2.37320E+00
-4.3394392E-02,-2.47086E+00
-4.3393728E-02,-2.49039E+00
-4.3393064E-02,-2.33414E+00
-4.3392400E-02,-2.39273E+00
-4.3391736E-02,-2.27555E+00
-4.3391072E-02,-2.31461E+00
-4.3390408E-02,-2.25602E+00
-4.3389744E-02,-2.25602E+00
-4.3389080E-02,-2.19742E+00
-4.3388416E-02,-2.19742E+00
-4.3387752E-02,-2.25602E+00
-4.3387088E-02,-2.23648E+00
-4.3386424E-02,-2.21695E+00
-4.3385760E-02,-2.11930E+00
-4.3385096E-02,-2.15836E+00
-4.3384432E-02,-2.11930E+00
-4.3383768E-02,-2.11930E+00
-4.3383104E-02,-2.04117E+00
-4.3382440E-02,-1.98258E+00
-4.3381776E-02,-1.90445E+00
-4.3381112E-02,-1.98258E+00
-4.3380448E-02,-1.96305E+00
-4.3379784E-02,-1.90445E+00
-4.3379120E-02,-1.90445E+00
-4.3378456E-02,-1.82633E+00
-4.3377792E-02,-1.76773E+00
-4.3377128E-02,-1.74820E+00
-4.3376464E-02,-1.61148E+00
-4.3375800E-02,-1.49430E+00
-4.3375136E-02,-1.43570E+00
-4.3374472E-02,-1.35758E+00
-4.3373808E-02,-1.33805E+00
-4.3373144E-02,-1.31852E+00
-4.3372480E-02,-1.33805E+00
-4.3371816E-02,-1.37711E+00
-4.3371152E-02,-1.41617E+00
-4.3370488E-02,-1.55289E+00
-4.3369824E-02,-1.67008E+00
-4.3369160E-02,-1.84586E+00
-4.3368496E-02,-1.84586E+00
-4.3367832E-02,-2.11930E+00
-4.3367168E-02,-2.15836E+00
-4.3366504E-02,-2.31461E+00
-4.3365840E-02,-2.49039E+00
-4.3365176E-02,-2.60758E+00
-4.3364512E-02,-2.76383E+00
-4.3363848E-02,-2.86148E+00
-4.3363184E-02,-3.03727E+00
-4.3362520E-02,-2.95914E+00
-4.3361856E-02,-2.95914E+00
-4.3361192E-02,-2.82242E+00
-4.3360528E-02,-2.68570E+00
-4.3359864E-02,-2.62711E+00
-4.3359200E-02,-2.56852E+00
-4.3358536E-02,-2.37320E+00
-4.3357872E-02,-2.33414E+00
-4.3357208E-02,-2.23648E+00
-4.3356544E-02,-2.17789E+00
-4.3355880E-02,-2.19742E+00
-4.3355216E-02,-2.19742E+00
-4.3354552E-02,-2.21695E+00
-4.3353888E-02,-2.25602E+00
-4.3353224E-02,-2.33414E+00
-4.3352560E-02,-2.35367E+00
-4.3351896E-02,-2.41227E+00
-4.3351232E-02,-2.41227E+00
-4.3350568E-02,-2.41227E+00
-4.3349904E-02,-2.49039E+00
-4.3349240E-02,-2.43180E+00
-4.3348576E-02,-2.41227E+00
-4.3347912E-02,-2.37320E+00
-4.3347248E-02,-1.53336E+00
-4.3346584E-02,4.86719E-02
-4.3345920E-02,7.12734E-01
-4.3345256E-02,7.32266E-01
-4.3344592E-02,4.58828E-01
-4.3343928E-02,1.07266E-01
-4.3343264E-02,-1.66172E-01
-4.3342600E-02,-1.66172E-01
-4.3341936E-02,-1.85703E-01
-4.3341272E-02,-1.07578E-01
-4.3340608E-02,-8.69297E-01
-4.3339944E-02,-2.43180E+00
-4.3339280E-02,-3.17398E+00
-4.3338616E-02,-3.17398E+00
-4.3337952E-02,-3.03727E+00
-4.3337288E-02,-2.76383E+00
-4.3336624E-02,-2.52945E+00
-4.3335960E-02,-2.49039E+00
-4.3335296E-02,-2.54898E+00
-4.3334632E-02,-2.52945E+00
-4.3333968E-02,-2.66617E+00
-4.3333304E-02,-2.68570E+00
-4.3332640E-02,-2.68570E+00
-4.3331976E-02,-2.58805E+00
-4.3331312E-02,-2.52945E+00
-4.3330648E-02,-2.49039E+00
-4.3329984E-02,-2.39273E+00
-4.3329320E-02,-2.39273E+00
-4.3328656E-02,-2.41227E+00
-4.3327992E-02,-2.43180E+00
-4.3327328E-02,-2.47086E+00
-4.3326664E-02,-2.41227E+00
-4.3326000E-02,-2.37320E+00
-4.3325336E-02,-2.37320E+00
-4.3324672E-02,-2.35367E+00
-4.3324008E-02,-2.27555E+00
