in s,C2 in V
-2.025000E-04,-2.3943E+00
-2.024952E-04,-2.3736E+00
-2.024904E-04,-2.3736E+00
-2.024856E-04,-2.3633E+00
-2.024808E-04,-2.3736E+00
-2.024760E-04,-2.3529E+00
-2.024712E-04,-2.3529E+00
-2.024664E-04,-2.3529E+00
-2.024616E-04,-2.3426E+00
-2.024568E-04,-2.3529E+00
-2.024520E-04,-2.3633E+00
-2.024472E-04,-2.3633E+00
-2.024424E-04,-2.3736E+00
-2.024376E-04,-2.3426E+00
-2.024328E-04,-2.3736E+00
-2.024280E-04,-2.3426E+00
-2.024232E-04,-2.3633E+00
-2.024184E-04,-2.3529E+00
-2.024136E-04,-2.3426E+00
-2.024088E-04,-2.3736E+00
-2.024040E-04,-2.3219E+00
-2.023992E-04,-2.3529E+00
-2.023944E-04,-2.3633E+00
-2.023896E-04,-2.3633E+00
-2.023848E-04,-2.3529E+00
-2.023800E-04,-2.3426E+00
-2.023752E-04,-2.3426E+00
-2.023704E-04,-2.3943E+00
-2.023656E-04,-2.3012E+00
-2.023608E-04,-2.3633E+00
-2.023560E-04,-2.3426E+00
-2.023512E-04,-2.3840E+00
-2.023464E-04,-2.3426E+00
-2.023416E-04,-2.3426E+00
-2.023368E-04,-2.3219E+00
-2.023320E-04,-2.3840E+00
-2.023272E-04,-2.3943E+00
-2.023224E-04,-2.3943E+00
-2.023176E-04,-2.3529E+00
-2.023128E-04,-2.3840E+00
-2.023080E-04,-2.3322E+00
-2.023032E-04,-2.3736E+00
-2.022984E-04,-2.3426E+00
-2.022936E-04,-2.3426E+00
-2.022888E-04,-2.3426E+00
-2.022840E-04,-2.3219E+00
-2.022792E-04,-2.3840E+00
-2.022744E-04,-2.3633E+00
-2.022696E-04,-2.3529E+00
-2.022648E-04,-2.3840E+00
-2.022600E-04,-2.3322E+00
-2.022552E-04,-2.4047E+00
-2.022504E-04,-2.3426E+00
-2.022456E-04,-2.3633E+00
-2.022408E-04,-2.3529E+00
-2.022360E-04,-2.3840E+00
-2.022312E-04,-2.3426E+00
-2.022264E-04,-2.3633E+00
-2.022216E-04,-2.3529E+00
-2.022168E-04,-2.3633E+00
-2.022120E-04,-2.3426E+00
-2.022072E-04,-2.3426E+00
-2.022024E-04,-2.3219E+00
-2.021976E-04,-2.3943E+00
-2.021928E-04,-2.3219E+00
-2.021880E-04,-2.3426E+00
-2.021832E-04,-2.3529E+00
-2.021784E-04,-2.3529E+00
-2.021736E-04,-2.3529E+00
-2.021688E-04,-2.3736E+00
-2.021640E-04,-2.3529E+00
-2.021592E-04,-2.3840E+00
-2.021544E-04,-2.3219E+00
-2.021496E-04,-2.3529E+00
-2.021448E-04,-2.3322E+00
-2.021400E-04,-2.3633E+00
-2.021352E-04,-2.3426E+00
-2.021304E-04,-2.3736E+00
-2.021256E-04,-2.3529E+00
-2.021208E-04,-2.3736E+00
-2.021160E-04,-2.3529E+00
-2.021112E-04,-2.3529E+00
-2.021064E-04,-2.3736E+00
-2.021016E-04,-2.3426E+00
-2.020968E-04,-2.3529E+00
-2.020920E-04,-2.3529E+00
-2.020872E-04,-2.3426E+00
-2.020824E-04,-2.3529E+00
-2.020776E-04,-2.3426E+00
-2.020728E-04,-2.3529E+00
-2.020680E-04,-2.3736E+00
-2.020632E-04,-2.3736E+00
-2.020584E-04,-2.3426E+00
-2.020536E-04,-2.3633E+00
-2.020488E-04,-2.3426E+00
-2.020440E-04,-2.3633E+00
-2.020392E-04,-2.3426E+00
-2.020344E-04,-2.3529E+00
-2.020296E-04,-2.3529E+00
